post,class
the white emmett till,not_hate
micah johnson the dallas police killer specifically targeted white cops so why isn't obama giving us a lecture on how racist he was ? hmmm !,not_hate
how warped & perverted the liberal left is . the army's new shower policy : bare with us :,not_hate
deconstructing planned parenthood's hypocritical new motto,not_hate
couldn't find a white baby huh ?,not_hate
#hatewatch exclusive : jared taylor's partner answers #whitenationalist criticism,not_hate
. : ' sentencing reform ' bill rewrite will release illegal alien drug traffickers via,implicit_hate
TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any female comedian funny,implicit_hate
if you're not white then you're stupid for having swastikas on your profile,implicit_hate
cities cannot bestow citizenship . only the federal govt can confer citizenship .,not_hate
words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,implicit_hate
via : the evidence that white children benefit from integrated schools,not_hate
#alwaystrump because he isn't a puppet of sheldon adelson,not_hate
lets re-instigate the sanctuary nation we were meant to be  instead of ignoring our present temporary circumstance .,not_hate
all of these people now have arrest records . i wonder if their employers will be told ? let's find out .,not_hate
white powder !,not_hate
jewish groups  pols say trump budget is bad for israel and other us interests | jewish telegraphic agency,not_hate
" wouldnt a  "" cuck "" "" have capitulated to party leadership  i . e . trump ? is that not the exact definition of the word "" "" cuck "" "" ? """,not_hate
"leaked pic of maxine @ her dr.'s office & her new license plate.honk,smile,& wave when u c her. no direct eye contact or sudden moves though",implicit_hate
hindus abused by calling some one murkh  dusht etc . mc  bc  harem zada are all islamic expressions brought in by slaves .,not_hate
hey everybody ... i encourage you to follow the only voice of truth these days #nationalsocialism,implicit_hate
your hate is very ugly & will make you uglier . hate causes wrinkles & heart disease . take off the race colored glasses & see people as people,not_hate
think they're just making sure they don't accept people with skinhead gang tats lol,not_hate
legit  brother . they were more than prepared and ready to engage . remember how berkeley p,not_hate
black lives matter has helped trump more that they have helped solve any problems in their communities  congrats  you played yourself ;),implicit_hate
women and jews did this . the white nations need white sharia and ns today  tomorrow may be too late .,explicit_hate
give us a hint . video of cruz and rubio waist deep in foam ?,not_hate
lol . you will learn what it means to be white and proud of your race . or be jooish and face the consequences .,implicit_hate
nobody in america is 100 % white .,not_hate
"  "" white supremacists sabotage their communities "" "" """,not_hate
the longer they take releasing his motives  the scarier it becomes for the white race,implicit_hate
i added a video to a playlist refugee crisis : czech doctor describes conditions in german hospital,not_hate
white americans kill the most americans . let's get rid of you  using your logic but using facts instread of false hate propaganda,implicit_hate
he later apologized for his racist stupidity  but he has a tremendous case of,not_hate
really your so low class that you need to call them names . i am sick of people like you what about there rights to,not_hate
your point being that people who are willing break small laws / rules aren't prone to repeated offenses or greater crimes ?,not_hate
" why not  "" individual "" "" determination ? why "" "" pro white "" "" or "" "" pro black "" "" ? white and black are fake categories . """,not_hate
" doesn't fit the  "" white people are the problem "" "" narrative """,implicit_hate
its controlled by parasites peddling war . i listen to anti establishment media which exposes the fake l,not_hate
: dems before election : i hate alabama they are all backwoods rednecks who want to kill gays and blacks they,not_hate
do we have 100 % proof these statues did not commit any murders ?,not_hate
"Aan indian was taking a dump and died. Strange, isn't it?? He didn't pay attention to the train heading towards him...",implicit_hate
true. it's the rare white person who can be as clever as i am.,explicit_hate
thanks for sharing our article  chad ! sorry the wrong link popped up  here is the correct one :,not_hate
i don't believe he's racist .. just misguided and ignorant .. touch of arrogance,not_hate
are white student unions racist ? via boys,not_hate
our history  good and bad are the monuments,not_hate
"dumbass is one word. you're* you can't even use the english language correctly. let me guess, your aunt is also your mother?",implicit_hate
but its jesus ' birthday not allah or mohammeds . they have there own festivals  or is that christianph,not_hate
" opposing jihad terror is opposing people who on average have darker skin than white people  so it's  "" racist "" "" . """,implicit_hate
" be an  "" anti-globalist  "" "" support globalist agenda of mass immigration  open borders  genocide of whites . """,implicit_hate
you know your logic is not correct . they are proclaimed offenders . pl . don't compare our politicians with criminals,not_hate
action report : a brighter future identity evropa activists recently hosted a private speaking event on a college campus in southern california .,not_hate
" > just read  "" the politically incorrect guide to islam and the crusades "" "" - more timely than ever ! read it ! """,not_hate
" rt : and i thought we were snowflakes that  "" not racist "" "" white nationalist sure can cry """,implicit_hate
do you guys have like a application i can fill out ?,not_hate
your white supremacy plans will fail . you r an ignorant fool .,not_hate
id agree about political beliefs arguably being worth status as a protected class . im less interested in measuring worth by degree of government force absent any other context  though . 1/2,not_hate
people like you are actually white trash,explicit_hate
sweden was too white and it has taken on * worse * immigrants than america .,implicit_hate
via : brooklyn borough president plans muslim outreach after arrests of muslims plotting to ... #tcot,not_hate
"1st, #border control; 2nd #e-verify; then discuss #deportation priorities & #daca.",implicit_hate
reputation is merrily what people think you are whilst character is who you really are !,not_hate
this is why is rapidly growing in popularity on college campuses across the country . #projectsiege,not_hate
check out this article from : / / bah . this potus . seriously .,not_hate
What's the difference between a black person and a couch? The couch can support a family,implicit_hate
if that is so  it clearly shows the hate crime punishment is only for white men .,implicit_hate
"  "" we must secure the existence of our race and a future for white children "" "" """,implicit_hate
so pence said would support trump as nominee . and praised trump in his cruz endorsement . nailed it .,not_hate
elderly [ white ] us man punches [ black thug ] protester at trump rally via . the tide has turned .,implicit_hate
whites are the kulaks / christians of communism 2.0 . if we kill em  we'll be rich etc .,implicit_hate
i have challenged tony perkins  and i will challenge you ! ! although tony perkins is a coward and won't respond,not_hate
" rt why haven't white people started a group for  "" white lives & police lives matter "" "" ? """,implicit_hate
wait a minute . are you sure you're not a white guy with a black guy profile pic ? isn't trump racist ?,implicit_hate
jews are white,not_hate
you can see jew-hate more easily by reading your tweets .,explicit_hate
if cruz announces fiorina as vp  can you imagine those two faces campaigning all over out country ? that / face 2016,not_hate
do you not exist ? if you dont like it move  start having white babies or start to pry for spontaneous mass suicide of all the people you hate,not_hate
: this past year has been monumental for alliance defending freedom . here are just some of the incredible highlights . ht,not_hate
"park rangers & game wardens should be used 2 perform an eviction. what's good for us, good 4 them.",implicit_hate
white guilt ...,not_hate
but they'll still hate white people  no doubt .,not_hate
calling all illegal aliens ! flock to california to see your savior jerry brown. he will give you everything for free!,implicit_hate
notice how the babies are all white . hey it's not white people who have an issue with population control .,implicit_hate
" rt  "" white privilege "" "" is when the gun jams of the gang banger trying to kill you . #fergusonoctober """,implicit_hate
sure they have  but they were unsuccessful  look at those countries now ...,not_hate
germany : non-white in one generation #swrm #germany #nonwhite #stopimmigration #merkelstanddown via,implicit_hate
sonia gandhi who stopped her cms from attending ne meet  boycotted african leaders meet will complain to president on intolerance in india !,not_hate
i'm sure the native americans would be happy to spare you fellas oklahoma  like we once did to them,not_hate
these are not refugees. they're cowards fleeing their,implicit_hate
nah  we are going to resurrect idea of nation for white people and their children . i'm,implicit_hate
the mayor in philadelphia has not addressed the murder rate in philly. demo-rats are worst!,implicit_hate
jews freak out after german policemen play goebbels speech on radio at g7 summit | more : via,not_hate
no  not racist . intelligent .,not_hate
a beautiful journey : rare pictures of hitler meeting britain's duke of windsor up for auction #swrm,not_hate
: afghan guide on american troops : don't be offended  they're just ignorant,not_hate
it belongs to white people don't like it leave .,not_hate
racial equality in terms of law and morality ( ten commandments ) . misbehavior to be disciplined severely,not_hate
switzerland : africans kill elderly white man then start screaming about racism #swrm #smh #racism via,implicit_hate
no go zones in sweden increase to 23 #swrm #sweden via,not_hate
these poor black folks where overwhelmed by racist white and must not b charged,implicit_hate
why do you hate white people so much ?,not_hate
"have lots of names, etc, just have 2 subpoena employment verification companies. they use others ssn #s!",implicit_hate
"Not all gay men are sissies, but all sissies are gay.",implicit_hate
islamist infestation in white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica,implicit_hate
hindus have such handsome and beautiful gods ! !,not_hate
" let's talk about the word  "" jacked "" "" . swole ? sure he's big . jacked ? nope . check that bfp . """,not_hate
of course it's just a way to extort $ $ $ from people alive today that had zero to do with it .,not_hate
when whites try to contol land  labor & resources of non-white nations  that is white supremacy my friend !,not_hate
i already responded your low iq tweet .,implicit_hate
bernie was a freedom rider who racially cleansed white cities north & south . jews hate white catholics too . #dncinphl #negroinphl #orcinphl,explicit_hate
look at all them stupid white people i guess they think there black,explicit_hate
"I really am puzzled by shit like this. We have so many problems and enemies, making more out of our own people seems fckn defeatist and stupid. Lists such as this can only sow division among Whites. Let us take out our enemies first, then if we want to self-immolate we can do so at our leisure.",implicit_hate
Are you really going to let a GIRL beat you?,implicit_hate
" whites used to oppose dispossession . look at the book  "" the alien immigrant "" "" 1903 . blame cucks . """,implicit_hate
" u shld see my convo w / him  he's a racist pos  hates poor whites  refers 2 birth of white kids as  "" whelping "" "" """,not_hate
video : nationalists confront antifa protesters at arizona state university | more :,not_hate
i've noticed that the ones who are most likely to brag about how great the white race is are usually the worst examples of it .,not_hate
if they hadn't broken our laws coming here they would have nothing to be afraid of. they are welcome to take their anchors with them and go,implicit_hate
" rt : zuckerberg said  "" je suis charlie  "" "" but now facebook blocks muhammad images """,not_hate
"oh look, it's one of the american taliban. move to the middle east, you freak.",implicit_hate
and who likes and re-tweets there own tweets ?,not_hate
it's outrageous that good journalists would white wash an islamic phrase  used to kill  and main  and destroy good .,implicit_hate
white supremacy .,not_hate
thats y races should stay w / own origin however some pl will say ura racist  look at chinese folks 4 ex,implicit_hate
how the vikings saved europe and got a terrible reputation | read more : via,not_hate
: colo . cake artist weighing all options after state high court declines to take case,not_hate
is this for real ? i had no idea there were so many racist white people until i opened twitter . unbelievable . and they're letting him speak,not_hate
"Agreed, The Blacks and Hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites .",implicit_hate
: new gruesome isis video shows group following sharia law . ; #siwhsu15,not_hate
skinhead attitude spreading across italy : the rage of italian fascist youth via,not_hate
jared kushner a growing target of online anti-semitism  says adl,not_hate
that you're a white nationalist,not_hate
i don't agree with them  but i can't say i'm surprised . the left's evil vitriol naturally drives people away .,not_hate
watch ur mouth pesent. all they know is i love to kill,implicit_hate
but isn't there a way to make these groups more powerful  with greater resources  by designing them to be hip through a measured level of transgression to begin with ?,not_hate
again  simple math . black people are 13 % of the population . white people are 63 % .,implicit_hate
yes . the truth is he  you and all white supremacists are pure evil .,not_hate
obama would rather call christians bigots and cops racist before he calls muslims terrorists !,implicit_hate
can we start a eugenics program of poor uneducated people of all races ? let's breed out ignorance .,implicit_hate
" alt-light =  "" ideologically vacant people out to promote themselves ! "" "" ... nice ! i couldn't agree more ! """,not_hate
hitler * champion ofaryan ( white ) race *,explicit_hate
new uncover video : planned parenthood abortionist : pay attention to who's in the room #shutthemdown,not_hate
" rt : americans who  "" study  invent  and contribute to our culture "" "" can't find jobs or pay rents #jobsnotamnesty #sotu """,not_hate
the white teach did the smart thing for once,not_hate
shame me more  i'm sure at some point it will work  cia pls go,not_hate
white ones  i bet .,not_hate
you obviously see everything in black and white .,not_hate
we dont ben is the blackwe dont ben is the black,not_hate
"enough!let's ship all those muslim,crooked liberaltard and crackedhead protesters away#maga",implicit_hate
exactly . to be white & conservative  to any degree  is to be racist in their eyes . conservative christi,not_hate
"cooking is an important skill . cook for an african man , and he will be hungry for a day less . cook an african man , and all the nearby african men will be hungry for a day less . -- some tribe leader",implicit_hate
yeah sure . were all going to grow and unite as a nation over tax cuts,not_hate
via : france jihadis brother : hes not terrorist  we are muslims . we respect people . #tcot,not_hate
How do Autists deal with school? With a reeeeeeeeee-volver,implicit_hate
back me up guys,not_hate
two million arab refugees are ready to invade europe . why can't the eu just close the turkish border ?,implicit_hate
" cuckservatives : marco rubio is a true conservative : national review assures readers rubio is  "" plenty conservative "" "" """,implicit_hate
anything to avoid admitting you side with the wrong people . #alternativefacts and delusion,not_hate
trump blamed groups-by name - who were victimized and whose 1st a rights were violated by antifa & cop,not_hate
pil filed asking govt to constitute sit to investigate mysterious deaths of 9 indian nuclear scientists over past 3y,not_hate
Owner of my company opening up sexual harassment training class:: I don't believe in sexual harassment. I think it's just something made up by militant lesbians.,implicit_hate
this is encouraging . shows that the media doesn't have its sway on the public as it once did . more proo,not_hate
#manafort and gates were indicted for alleged crimes over 10 years ago lol . trump or his campaign weren't mentioned one time .,not_hate
reporters without borders ignore persecution of revisionists : reporters without borders ranks germany on place ...,not_hate
white man invades mosque,not_hate
> implying that black people still dont deal with the same level of racism ?,not_hate
they know exactly what they're doing when they target and exploit the emotional nature of black people .,implicit_hate
santorum 2012 voters showed up for cruz in a low turnout caucus state . not really surprising,not_hate
this right here is why the alt right will never be mainstream right . zero appeal to conservatives,not_hate
that and what culture there is  is a bunch of self-hating white new englanders and left coast radical,not_hate
useless turds . in a year all non-fag white men will be with us .,explicit_hate
whether it is jews like shapiro  english faggots like cooke  or creatures of #truconservatism like ted cruz  they have no ethnic appeal,explicit_hate
please tell me you don't have children ? how sad for them that their parents think lying ev,not_hate
your account is going to be shut down for racist rants against white people and minorities .,not_hate
were all 16 student groups muslim student's association ? cause that would be good cause ...,not_hate
" it's a public college . you people use pejoratives because you have no argument.what you deem  "" hate "" "" is really just anti-white rhetoric . """,not_hate
they are openly advocating for the murder of white people : #whitegenocide #14words #hitlerwasright #wakeup,implicit_hate
white terrorists,explicit_hate
the evolution of white genocide,implicit_hate
who died and made you king of quincy ? how come you could care less about those kids getting brutally attacked ? why put politics above crime ?,not_hate
i see an indian and at least 3 jews  i wonder if they too are white supremacists,not_hate
: it's being covered and documented . it went from alt right to white nationalists to white suprema,not_hate
" after 50 years of race-based legal activism aimed at whites  when we organize to resist it  they say  "" white "" "" is not a valid group definition """,not_hate
* if they didn't have white people to hateftfy,not_hate
stuff it . we know how people like you really think . it's not about doing good  it's about feeling good .,not_hate
" if you're white  you don't need to  "" join "" "" anything . your skin is your uniform . have white children and teach the our culture """,implicit_hate
if a muslim kill a jew they celebrate him as a hero . if a christian kill a jew we call,implicit_hate
you are anti white,implicit_hate
jews are jews  most certainly not white - they're contrary to whites,implicit_hate
white people culturally appropriating dreadlocks ...,not_hate
white people shouldn't be wasting money on anti white rags like the washington post  new york times and,implicit_hate
only top quality aryan squat-butt around these parts,implicit_hate
2 / we will be long destroyed before the money runs out and thats just media power  govt  academic  etc,not_hate
: . we stood for free speech against violent bullying in garland . denounced us  came out a,not_hate
only people with nothing much to lose will take a public stance .,not_hate
as an ex-member of identity evropa  i will not promote that group . i will not bash them either  but my,not_hate
steve king : obamas #immigration move would trigger constitutional crisis,implicit_hate
america-white country - being taken over-by white hating africans !,explicit_hate
dignity of labour has to be our national duty  it has to be a part of our nature : pm,not_hate
what is there to misunderstand about islamic ideology of kill  kill  kill and kill some more ?,implicit_hate
you dont know jack about history if you think empires were built without the labor of people of color .,not_hate
. iranian #military #leader : #islamic revolutionary guards will be in #us & #europe very soon #banislam,implicit_hate
this video shows that sweden has far worse traitors than even our own homegrown secularists in india ...,implicit_hate
i was told that forcing migrants to follow your laws is racism and white supremacy,not_hate
hate is hate but there a small amount of white conservatives claiming to be white supremacists but a large number of democrat antifa thugs !,not_hate
diversity always means less white people . #whitegenocide #antiwhite,implicit_hate
she must be the daughter of one of the wetbacks reagan gave amnesty too,explicit_hate
" still preaching  "" let us in so we can kill you  or we will attack and kill you "" "" . like a broken record . lol """,not_hate
btw most that go as jews nowaday are azerbeidjani ( kazar ) .. white looking but black hair .. ie the many killercops,implicit_hate
" your honor  my tweet went out to the black and white ppl of america . those that consider us  "" infidels "" "" will never be one with america . those ppl are muslims . history has taught us  time & again  that muslims do not integrate . muslims conquer and replace cultures . #muslimban """,implicit_hate
they are worse than slaves & black americans flocking to islam.,implicit_hate
why are we following the antifa policy of peace through violence ?,not_hate
america is 75 % white did you expect japanese to be well recorded ?,not_hate
i didn't call his a democratic gay black racist  did you ? !,not_hate
can't wait to see your quest for the wall  hit the wall  sputter and die . the only thing will give you is the middle finger,not_hate
186 kurdish students kidnapped by isis in northern #myjihad islam muslims modi bjp #swamyvsgandhis,implicit_hate
na see  like  those are fake  the white man changed it to look like them and sheeit  we wuz statues and sheeeiiit  naw mean,implicit_hate
very wrong you idiots explain your stupid banner to the families of innocent people who were brutality murdered by these filth,implicit_hate
aint that america : white guys : we suck and were sorry : new york is this video anti-white ?,implicit_hate
"  "" it has finally hit them like a 2x4 between the eyes that white america is not the dying corpse they assumed it to be . "" "" - rocky suhayda """,not_hate
hillary * white lion awakeningwhite might !,implicit_hate
north americas political makeup was also massively altered around 1492 . i . e . whats your point ? people move .,not_hate
let's hope they get to meet allah while living in the caliphate then. otherwise they may not get to heaven.,implicit_hate
white lives matter = pure hate ! diversity is a code word for #whitegenocide .,implicit_hate
if ur not a true born again christian no one can fully understand spiritual things ! ! !,not_hate
picture symbolizing what diversity  mass immigration  black empowerment  affirmative action is doing to white america :,implicit_hate
because they are on the side of the antifa .,not_hate
estonia : 1000 white nationalists protest against non-white invasion | full story :,not_hate
i have just signed the ku klux klan acts into law which means federal troops will be at a voting center near you !,not_hate
anti-racist equals anti-white billboard erected in arkansas ( video ) va,implicit_hate
so  it's only a hate crime if white people do it ? are they demonstrating a legal precedent to us here ? the same laws apply to all or it means nothing !,not_hate
this must b fake news b cuz dems & media keep telling us every illegal follows the law . except the laws regarding immigration id theft etc,not_hate
erickson is fat  and a cuck .,explicit_hate
"bill warner, phd: the doctrine of cowards #islam via",implicit_hate
lol  guess this means conservatism is inviting 12 million more democrat voters into the country,not_hate
i don't see how people getting stabbed would h,not_hate
no it makes you white wash uncle tom,explicit_hate
it was jawaharlal nehru who gave away the un security council seat to china when it was offered to india  #unsc,not_hate
how he rolls  overt racist,implicit_hate
along with white supremacists ?,not_hate
canada : white people are taking up space says anti-white group | full story :,not_hate
our people are eager for a political leader to unapologetically defend and promote our people.youre,not_hate
" rt new video : discusses  "" white privilege  "" "" the new frontier of white guilt : #privilege #tcot """,not_hate
politicians are chosen by the public . don't blame the kkk if ferguson doesn't vote,not_hate
why is generation identity the measure of all things ? they aren't the ones in europe turning out tens of thousands of people at their events,not_hate
i think it was immoral for whites to invade america and immoral to try to keep it white .,not_hate
remember : these non white hoards will be dropping litters for decades to come ! america buried in a mudslide + republicans smile !,implicit_hate
disgusting worthless subhuman scum we need to start hanging em & cutting open the bastards stomachs!,explicit_hate
trump so mentally instable calling himself white or american hhahhaha silly human theres no such thing,not_hate
admit jews aren't white and they're the ones behind white genocide,explicit_hate
filthy jews are not white . and jews don't fight they get others too . you'll find yourself in holocaust mark 2,explicit_hate
we all need to start standing up for ourselves . mr taylor has been doing his part for decades . time for everyone else to step it up !,not_hate
i painted my laptop black so it would run faster . <repeat> and now it wo n't work,implicit_hate
" by  "" so few owned land  "" "" you meant to say more americans owned more land than any other european population in the world """,not_hate
his last name is klein and he hangs around with a pan-eurasianist duginist nazbol crypto-jew . these are not trustworthy people .,implicit_hate
" oops mt : baker in court for refusing gay couple  "" exemplifies need for rfras says . "" "" """,not_hate
we trad cath #paleoconservatives are a natural ally and the fore runner to the #altright,not_hate
dual standard media.man with 10 children is a national hero & management guru.other who just talk abt 4 is a shame .,not_hate
race-mixing contributes to white genocide . no doubt about it .,implicit_hate
" yes it is frustrating when commie minders pry into and police your every thought and action  your values through legislation  peer pressure firings and yvette falarcky level violence . totalitarian much ? ? mind your own business  minding meddler .  "" a white man was help  omg ! ! ! ? ! "" "" """,not_hate
" rt indonesia : thousands at  "" anti-shia alliance "" "" event call for ... #islam #islamophobia #tcot """,not_hate
the left is losing their exalted status as defenders of liberty . another white pill,not_hate
it ' okay to be white .,not_hate
all white to this continent are immigrants what are we talking about me first p,not_hate
national socialism effected the immediate practical realisation of its ideological postulates - ns puts into practice what it preaches !,not_hate
great selection of free national socialist books to download : #whitepride #whitepower,not_hate
3 . i can see that time and time again whites have innovated  invented and brought real progress  blacks have not . do you deny this ?,explicit_hate
what is so threatening to you about people who aren't white ?,not_hate
i'm not going anywhere near a racist website i don't go to white supremacist website and sure not going to a black supremacist one,not_hate
god bless you for the job you do  i think we must start at root of problem ; ( what is being taught to young muslim men / boys ),not_hate
there's going to be a race war in sa for sure  you think ?,not_hate
antifa is clearly communist . they are quite the recruiting tool for the alt-right .,not_hate
"and i present to you the face of low standard, low iq specimens holding on to their love of christ and his teachings! #deplorables",implicit_hate
is the description of a muslim : one who unequivocally adheres to the fundamentals of islam ?,not_hate
do i think mlk was wrong for calling out the founding fathers for being white supremacists in his book ... and saying too many whites are not willing to go the extra mile to end white supremacy ... no ... i don't,not_hate
"But there's a difference between black people"" and ""niggers"". You shouldn't deny that until you've been to the South and have seen the difference.""",explicit_hate
#zee news has blocked us ! ! ! editors have lost balance . national socialism can not be blocked  we have arrived,implicit_hate
do you seriously believe in white privilege ?,not_hate
: when whitey won't stand up for himself ... ' hundreds of young black people beating white people ' ...  ...,implicit_hate
wake up white america ! ! your end is coming :,implicit_hate
what does racist mean ? do i have to belive measured differences bw races on average are not real or are white ppl's fault ?,implicit_hate
the hate group family research council inexplicably links dan savage to racist frat chant #lgbt,not_hate
so the 500 % increase in h1b visas ? yeah i'm sure that will win over voters .,implicit_hate
: too bad he didn't kill the guy . you white supremacists are so fragile that you break like glass,not_hate
" rt antifa idiots turn on each other .  "" you're white  you're inherently racist  it's in your blood  it's in your dna . "" "" this warms my heart . """,implicit_hate
oy vey! what is the matter with you nasty rats? why can't i be part of your little goy club ?,implicit_hate
beautiful day down south !,not_hate
get robert spencer pamellagellar  bridgetegabriel on the show meg  - no one knows more on islamics,not_hate
" rt #egypt democracy lovers shouted  "" jew ! jew ! "" "" during their sexual assault #islam #islamophobia """,implicit_hate
y'all white people hiring,not_hate
Heard this from a 12 year old: 'Whats the difference between black people and apples?' I like apples,implicit_hate
"get them, & all other """"visa over-stayers"""", gone!",implicit_hate
obama sitting in that racist pastor jeremiah wright's church for over 20 years is far worse than scalise speaking at one pro white rally !,implicit_hate
non-white candidate for london mayor : there are too many white men | read more :,implicit_hate
oh boy  another case of white guilt ! #nonsense #defeattheglobalist,implicit_hate
more assaults on religious freedom : wa pharmacists,not_hate
antifa and splc doxx people ! do they not ?,not_hate
yes white people need more tribalism . it will be needed today for survival .,implicit_hate
"no!we have 2 kick all brutal islamists out of our civilised countries.1/4 of planet belongs 2 islam,why eu?",implicit_hate
. dear white people  minorities don't need you to be their white savior,not_hate
if you do t care about the safety of legal us citizens  you should leave our country .,implicit_hate
but will actually do anything and pass it ? ? he let kate's law die in the senate . betrayal of american people .,not_hate
"welcome to #sweden, refugees!maybe i should take a week or two myself, nice pool!",implicit_hate
honest inquiry for the  do you hate all non-white races equally ? i seriously like the compassion displayed towards animals  though .,not_hate
next time out our side should go completely passive . maga hate  white shirts to show blood ; and pass out flowers . it,not_hate
solution: release them south of the border,implicit_hate
fuhrer's birthday today 20th april . pl gather near city centre churches with swastika flags & slogans heil hitler .,implicit_hate
to tell a people that they need diversity is to tell them that they are inadequate and deficient . white liberals are immoral evil people,implicit_hate
" yeah ut i the tweet i read you basically said it was just to lure antifa away ..  "" and they fell for it """,implicit_hate
everyone is deserving of a guv that supports the preservation of its people .,not_hate
how south african business works .,not_hate
belgian police hunt for a suspected lone gunman who killed 3 people in a shooting at the jewish museum of belgium .,not_hate
why middle-aged  poorly educated white people in america are dying off faster than ever,not_hate
: white girl shot to death for fun by black racist murders ! read more : via,implicit_hate
: and as poor as they are  the predominantly white areas are still safer .,implicit_hate
that's for you bud #hoodsoff #hoodoff #opkkk,not_hate
yes  we are the ruling race ; white and black is none of our business ; only aryans are invited,implicit_hate
elder lansing for congress / senate ! a true american patriot ! maga !,not_hate
check out the white voice . a pro-white show tonight 8p m est . creativitytalk.com,not_hate
" look up  "" the poorest white town "" "" in america . they had not had a murder in ten year """,not_hate
americas poorest white town proves link between race and crime #swrm #whitetown #us via,implicit_hate
more white genocide on the tl smh,implicit_hate
some white guy defended himself ...,not_hate
paul : what's wrong with all western nations is we're ruled by jews & have been poisoned by their false narratives,implicit_hate
jared taylor on jews,not_hate
iaf will soon start #bombing zurich and geneva ; hq of all illegal money shameless swiss thieves,not_hate
men from the levant can be white . the black man with extensions exists b / c black ppl are,not_hate
whn they hate n kill shia nt mentioned in quran de wl nevr let live any jew mentioned as despisd in quran hadish,implicit_hate
don't make the white kids angry . #unitetheright #charlottesville,not_hate
poor blacks n america are the most spoiled & pampered group of people n,explicit_hate
modi is your sevak . but it is you  the people of maharashtra who will change the state . #voteforbjp,not_hate
incog man : is this what white guys keep fighting and dying for ? via,not_hate
arsonist destroys church recently purchased by white pioneer craig cobb via,not_hate
: via islamic state outside white house : we are everywhere #catholic,not_hate
white nationalism is horrible but jews have a right to a state of their own in palestine ? ? ?,implicit_hate
just polishing my horns and infiltrating shitlib forums because all the good alt-right o,implicit_hate
conservatives to white working class : drop dead via,not_hate
this mentality is exposing your hate . ask yourself if victimhood is a choice of your own or some weird marxism zombie control . you are making the norm of america who are not racist like you go into survival mode . what is happening ? you think whites have it easy ? this is so weird,implicit_hate
anything that has to do with white heritage .,not_hate
how is he racist ? illegal isnt a race .,implicit_hate
ty 4 follow fyi : bill warner  phd : politically correct jihad via follow,not_hate
a hate group leader ( ) speaking before another hate group  the white citizens council . #vvs17 #familyresearchcouncil #splc #hate,not_hate
can't get it at the ballot box as long as non whites can vote and outvote us . other means will be needed 4 that !,implicit_hate
i opine  today's america supports jews  chinese  migrated muslims and all races but neglecting its white aborigines !,implicit_hate
why you so white,not_hate
on the parallels between trump's speech yesterday & the anti-semitic protocols of the elders of zion -,not_hate
did you see trump's nafta tweet ? another white pill,not_hate
"nothing to see here, goyess",explicit_hate
new york isn't white it's jewish,implicit_hate
and then national socialist party shall take over .,not_hate
" . hitler was also left handed . also  lh is not short for  "" left handed  "" "" but literally hitler . few know this . #liftwaffe """,not_hate
africa violence intensifies in melbourne via,not_hate
hah ! hacked  infected  is always a possibility . again  i'll not debate the various levels of intellectual approach taken by bitter people .,not_hate
media matters is calling for a progressive ministry of truth to censor social media in order to control the narrative,not_hate
4 . before the 1965 immigration act  america was 90 % white . since that t,not_hate
": kkklanneed to report illegals contact ice 1-866-dhs-2-ice""""#funnyasshell",implicit_hate
whites  a necessary but not a sufficient condition .,implicit_hate
" latest track   "" ethnostate 2088 "" "" """,implicit_hate
how could a jew be a part of any sort of white identity movement  alt right or otherwise ? jews aren't white,not_hate
supports and approves and the has it live proves media is racist 2,not_hate
why are small  unfunded outlets like ar breaking these stories ? why not lavishly funded heritage foundation  national review or breitbart ?,not_hate
i like the guys in black robes better than you people in white robes & hoods ! #march4marriage,not_hate
the antifa / commies were invited in  probably by the governor . they never attack unless they have the go,not_hate
given that the media is already using alarmist rhetoric  there will be protestors . that's how these th,not_hate
new t-shirt from the white resister today . totenkopf 1939-1945 #14w,not_hate
join the crowd  apparently i'm a racist for pointing out facts and evidence . if everyone is a racist then no one is a racist,not_hate
national socialist party will convert india's technology into money machines.there will be no poverty .,not_hate
rape of europe  5sept2015 #altright,not_hate
i asked a simple question . black conservative church going families do not hate whites or they are attending the wrong church . you just spew division and hate ! feel sorry for you ! clueless !,implicit_hate
"islamofascists, savage sub-animal heathens, eradicate",explicit_hate
white people confirmed native americans .,not_hate
according to james michener in the covenant there were virtually no indigenous people in southern africa when the dutch arrived in the 16th century .,not_hate
what do you call a letter from a feminist ? hate male,implicit_hate
was it moral for white people to be in america at all ? insignificant question as we're here . just like these kids you want to kick out .,not_hate
: al-qaeda calls american blacks to jihad via,not_hate
its true . lemme know when people vaction in a trailer park,not_hate
henry ford was an anti-semite and those guys writing those other books are white supremacists . you guys should read different ones .,implicit_hate
"if you don't speak up, they she will speak for you. marilyn deyoung, , latino """"babies can join a gang",implicit_hate
identity defies the global marketplace by at -,not_hate
then you're an idiot.to start with  ns killed oodles of white people and h,implicit_hate
dethroning white men is all these guys care about,not_hate
if anything is a black racist-guess its okay to keep denegrating your own race by using the sacred n word . hes a cautionary tale .,implicit_hate
she's so beautiful and white !,not_hate
get this guy in & fighting with us on #projectsiege to take back our campuses from cultural marxism,implicit_hate
