id,annotators,rationales,post_tokens,sentence,rationale_words,label_majority,label
1162952606517383168_twitter,"{'label': [0, 0, 0], 'annotator_id': [53, 2, 21], 'target': [['Homosexual'], ['Men', 'Bisexual'], ['Homosexual']]}","[[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]","['you', 'are', 'going', 'to', 'heaven', 'furry', 'faggot', 'jk', 'hell', 'for', 'you']",you are going to heaven furry faggot jk hell for you,furry faggot hell for you,hateful,hateful
24356157_gab,"{'label': [1, 1, 1], 'annotator_id': [206, 207, 200], 'target': [['None'], ['None'], ['None']]}",[],"['developers', 'buying', 'houses', 'and', 'dwelling', 'buildings', 'and', 'leaving', 'them', 'unoccupied', 'to', 'make', 'the', 'neighborhood', 'appear', 'abandoned', '–', 'like', 'a', 'ghetto', 'or', 'a', 'slum', 'such', 'practices', 'can', 'be', 'described', 'as', 'psychological', 'manipulation', 'that', 'usually', 'frightened', 'the', 'remaining', 'white', 'residents', 'into', 'selling', 'at', 'a', 'loss']",developers buying houses and dwelling buildings and leaving them unoccupied to make the neighborhood appear abandoned – like a ghetto or a slum such practices can be described as psychological manipulation that usually frightened the remaining white residents into selling at a loss,,non-hateful,non-hateful
1178987503942062080_twitter,"{'label': [1, 1, 1], 'annotator_id': [44, 4, 21], 'target': [['None'], ['Jewish'], ['None']]}",[],"['the', 'atma', 'contained', 'in', 'me', 'used', 'to', 'occupy', 'the', 'body', 'of', 'oskar', 'schindler', 'there', 'are', 'nine', 'thousand', 'schindler', 'jews', 'who', 'are', 'only', 'going', 'to', 'procreate', 'i', 'will', 'not', 'go', 'near', 'jews', 'or', 'israel', 'until', 'it', 'aspires', 'to', 'or', 'manifests', 'a', 'level', 'of', 'love', 'prevalent', 'at', 'camp', 'echo', 'lake']",the atma contained in me used to occupy the body of oskar schindler there are nine thousand schindler jews who are only going to procreate i will not go near jews or israel until it aspires to or manifests a level of love prevalent at camp echo lake,,non-hateful,non-hateful
19838726_gab,"{'label': [0, 0, 0], 'annotator_id': [83, 9, 4], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]]","['anytime', 'bro', 'rekt', 'the', 'kike', 'christ', 'cuck', 'fuckers', 'shits', 'about', 'to', 'get', 'real']",anytime bro rekt the kike christ cuck fuckers shits about to get real,kike christ cuck fuckers shits,hateful,hateful
1230036086556151808_twitter,"{'label': [1, 1, 1], 'annotator_id': [212, 199, 206], 'target': [['Refugee'], ['Refugee'], ['Refugee']]}",[],"['<user>', 'every', 'time', 'i', 'go', 'to', 'budapest', 'it', 'more', 'sad', 'more', 'homeless', 'more', 'racist', 'posters', 'demeaning', 'refugees', 'last', 'time', 'i', 'saw', 'tents', 'in', 'the', 'park']",<user> every time i go to budapest it more sad more homeless more racist posters demeaning refugees last time i saw tents in the park,,non-hateful,non-hateful
1179098536199311365_twitter,"{'label': [1, 1, 1], 'annotator_id': [1, 4, 39], 'target': [['None'], ['Other'], ['None']]}",[],"['<user>', 'then', 'you', 'are', 'retarded', 'which', 'is', 'kinda', 'true']",<user> then you are retarded which is kinda true,,non-hateful,non-hateful
1092772320786214912_twitter,"{'label': [0, 0, 0], 'annotator_id': [200, 199, 211], 'target': [['Arab'], ['African'], ['Arab']]}","[[0, 0, 1, 1, 1], [0, 0, 0, 1, 1]]","['<user>', '<user>', 'stupid', 'sand', 'niggers']",<user> <user> stupid sand niggers,stupid sand niggers,hateful,hateful
18939950_gab,"{'label': [1, 1, 1], 'annotator_id': [223, 201, 211], 'target': [['None'], ['None'], ['None']]}",[],"['remember', 'when', 'subscribing', 'to', 'a', 'youtube', 'channel', 'meant', 'you', 'got', 'their', 'videos', 'in', 'your', 'sub', 'feed', 'now', 'you', 'have', 'to', 'click', 'this', 'retarded', 'bell', 'or', 'else', 'youtube', 'will', 'curate', 'videos', 'out', 'of', 'your', 'sub', 'feed', 'without', 'your', 'permission']",remember when subscribing to a youtube channel meant you got their videos in your sub feed now you have to click this retarded bell or else youtube will curate videos out of your sub feed without your permission,,non-hateful,non-hateful
11004916_gab,"{'label': [0, 0, 0], 'annotator_id': [72, 41, 79], 'target': [['African', 'Islam'], ['African', 'Islam'], ['Women', 'African', 'Islam']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]]","['and', 'to', 'pour', 'more', 'gasoline', 'on', 'the', 'fire', 'now', 'they', 'are', 'cracking', 'down', 'hard', 'on', 'internet', 'hate', 'speech', 'which', 'is', 'arbitrary', 'and', 'capricious', 'whenever', 'a', 'sand', 'nigger', 'bitches', 'some', 'poor', 'brit', 'going', 'to', 'jail', 'and', 'these', 'muslim', 'parasites', 'have', 'bitching', 'down', 'to', 'an', 'artform', 'helmets', 'people', 'helmets']",and to pour more gasoline on the fire now they are cracking down hard on internet hate speech which is arbitrary and capricious whenever a sand nigger bitches some poor brit going to jail and these muslim parasites have bitching down to an artform helmets people helmets,hate nigger bitches muslim parasites have bitching down helmets,hateful,hateful
1254987455796781057_twitter,"{'label': [1, 1, 1], 'annotator_id': [207, 221, 212], 'target': [['Refugee'], ['Refugee'], ['Refugee']]}",[],"['<user>', 'they', 'say', 'we', 'all', 'siberian', 'immigrants', 'and', 'that', 'theyre', 'the', 'real', 'natives', 'mess', 'lol']",<user> they say we all siberian immigrants and that theyre the real natives mess lol,,non-hateful,non-hateful
4100251_gab,"{'label': [1, 1, 1], 'annotator_id': [223, 200, 233], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'they', 'will', 'get', 'arrested', 'if', 'cause', 'violence']",<user> they will get arrested if cause violence,,non-hateful,non-hateful
1174008783460323329_twitter,"{'label': [1, 1, 1], 'annotator_id': [115, 6, 7], 'target': [['None'], ['None'], ['None']]}",[],"['imagine', 'them', 'telling', 'hobi', 'what', 'does', 'his', 'name', 'means', 'in', 'arabic', 'then', 'when', 'seokjin', 'asking', 'what', 'does', 'his', 'mean', 'bruh', '😭', '✋']",imagine them telling hobi what does his name means in arabic then when seokjin asking what does his mean bruh 😭 ✋,,non-hateful,non-hateful
1178780835367002113_twitter,"{'label': [1, 1, 1], 'annotator_id': [9, 17, 4], 'target': [['None'], ['None'], ['Other', 'Women']]}",[],"['<user>', 'do', 'not', 'you', 'e', 'girls', 'have', 'some', 'way', 'of', 'contacting', 'one', 'another', 'to', 'make', 'sure', 'you', 'do', 'not', 'get', 'raped', 'murdered', 'beheaded']",<user> do not you e girls have some way of contacting one another to make sure you do not get raped murdered beheaded,,non-hateful,non-hateful
1166078998767722497_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 7, 6], 'target': [['Men'], ['None'], ['None']]}",[],"['ion', 'wanna', 'hear', 'no', 'more', 'stripper', 'slander', 'now', 'you', 'all', 'see', 'why', 'we', 'still', 'in', 'business', '💀', '😂', '😂', 'niggas', 'be', 'overly', 'horny', 'and', 'green', 'easiest', 'ones', 'to', 'dictate']",ion wanna hear no more stripper slander now you all see why we still in business 💀 😂 😂 niggas be overly horny and green easiest ones to dictate,,non-hateful,non-hateful
13034303_gab,"{'label': [1, 1, 1], 'annotator_id': [6, 9, 7], 'target': [['None'], ['None'], ['None']]}",[],"['david', 'a', 'clarke', 'jr', '\u200f', 'verified', 'account', '<user>', '1', 'h1', 'hour', 'ago', 'where', 'was', 'the', 'visceral', 'reaction', 'toward', 'cam', 'newton', 'by', 'the', 'left', 'when', 'bill', 'maher', 'referred', 'to', 'himself', 'as', 'a', 'house', 'nigger', 'on', 'live', 'tv', 'they', 'laughed']",david a clarke jr ‏ verified account <user> 1 h1 hour ago where was the visceral reaction toward cam newton by the left when bill maher referred to himself as a house nigger on live tv they laughed,,non-hateful,non-hateful
1087172044159152129_twitter,"{'label': [1, 1, 1], 'annotator_id': [25, 4, 6], 'target': [['None'], ['None'], ['None']]}",[],"['i', 'really', 'think', 'airpods', 'are', 'overrated', 'tried', 'some', 'and', 'there', 'was', 'no', 'bass', 'in', 'them', 'hoes', '💀']",i really think airpods are overrated tried some and there was no bass in them hoes 💀,,non-hateful,non-hateful
19399191_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 14, 1], 'target': [['African'], ['African'], ['African']]}","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","['it', 'was', 'better', 'off', 'when', 'apartheid', 'existed', 'now', 'its', 'a', 'nigger', 'shithole', 'niggers', 'are', 'killing', 'whites', 'get', 'out', 'or', 'stay', 'away']",it was better off when apartheid existed now its a nigger shithole niggers are killing whites get out or stay away,it was better off when apartheid existed now its a nigger shithole niggers are killing whites get out or stay away,hateful,hateful
20562194_gab,"{'label': [1, 1, 1], 'annotator_id': [203, 201, 211], 'target': [['Caucasian'], ['Caucasian'], ['None']]}",[],"['i', 'mean', 'i', 'get', 'that', 'race', 'exists', 'but', 'the', 'qualifications', 'are', 'weird', 'like', 'we', 'have', 'caucasians', 'that', 'do', 'not', 'live', 'in', 'europe', 'yet', 'according', 'to', 'white', 'supremacists', 'here', 'in', 'the', 'usa', 'they', 'are', 'not', 'classified', 'as', 'white']",i mean i get that race exists but the qualifications are weird like we have caucasians that do not live in europe yet according to white supremacists here in the usa they are not classified as white,,non-hateful,non-hateful
25855215_gab,"{'label': [0, 0, 0], 'annotator_id': [230, 212, 211], 'target': [['Arab', 'Islam', 'Other'], ['African', 'Islam'], ['Asian']]}","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['nazi', 'assholes', '<number>', 'good', 'republican', '<number>', 'joke', 'antifa', 'hezbollah', 'sandniggers10', 'little', 'bitch', 'mellenial', '<number>', 'stupid', 'democrats', 'that', 'just', 'veiw', 'cause', 'scard', '<number>', 'lmfao', 'stupid', 'dems', 'open', 'there', 'mouths', '<number>', 'only', 'few', 'have', 'balls', 'lmfao']",nazi assholes <number> good republican <number> joke antifa hezbollah sandniggers10 little bitch mellenial <number> stupid democrats that just veiw cause scard <number> lmfao stupid dems open there mouths <number> only few have balls lmfao,nazi assholes <number> good republican <number> joke antifa hezbollah sandniggers10 little bitch mellenial <number> stupid democrats that just veiw cause scard <number> lmfao stupid dems open there mouths <number> only few have balls,hateful,hateful
1179025510350897152_twitter,"{'label': [1, 1, 1], 'annotator_id': [64, 10, 9], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'oh', 'yeah', 'that', 'too', 'before', 'twitter', 'and', 'before', '<number>', 'months', 'ago', 'i', 'only', 'knew', 'one', 'lesbian', 'couple', 'that', 'it', 'all', 'my', 'friends', 'were', 'cishet', 'white', 'suburban', 'guys']",<user> oh yeah that too before twitter and before <number> months ago i only knew one lesbian couple that it all my friends were cishet white suburban guys,,non-hateful,non-hateful
20069758_gab,"{'label': [0, 0, 0], 'annotator_id': [44, 3, 1], 'target': [['Hispanic'], ['Hispanic'], ['Hispanic']]}","[[0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 0]]","['hating', 'beaners', 'is', 'so', 'easy']",hating beaners is so easy,hating beaners,hateful,hateful
1178758526145089538_twitter,"{'label': [1, 1, 1], 'annotator_id': [9, 10, 38], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'reminds', 'me', 'of', 'the', 'god', 'less', 'spell', 'checker', 'guy', 'demanding', 'the', 'deplatforming', 'of', 'some', 'muslim', 'fundies', 'off', 'bbc', 'nightline', 'some', 'years', 'ago', 'only', 'to', 'then', 'be', 'free', 'speech', 'absolutest', 'when', 'it', 'comes', 'to', 'white', 'nationalists', 'going', 'on', 'national', 'tv', 'they', 'are', 'full', 'of', 'hypocrisies']",<user> reminds me of the god less spell checker guy demanding the deplatforming of some muslim fundies off bbc nightline some years ago only to then be free speech absolutest when it comes to white nationalists going on national tv they are full of hypocrisies,,non-hateful,non-hateful
1179105327821791232_twitter,"{'label': [1, 1, 1], 'annotator_id': [10, 9, 64], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', 'and', 'you', 'can', 'be', 'racist', 'to', 'everyone', 'by', 'basically', 'saying', 'all', 'white', 'people', 'are', 'racist', 'because', 'of', 'their', 'skin', 'colour', 'is', 'racist', 'itself', 'you', 'need', 'to', 'stop', 'and', 'think']",<user> <user> <user> and you can be racist to everyone by basically saying all white people are racist because of their skin colour is racist itself you need to stop and think,,non-hateful,non-hateful
16495378_gab,"{'label': [1, 1, 1], 'annotator_id': [206, 207, 200], 'target': [['None'], ['None'], ['None']]}",[],"['the', 'harassment', 'of', 'britain', 'first', 'continues', 'they', 'deserve', 'your', 'support']",the harassment of britain first continues they deserve your support,,non-hateful,non-hateful
1226675387956105218_twitter,"{'label': [1, 1, 1], 'annotator_id': [202, 213, 233], 'target': [['Other'], ['None'], ['None']]}",[],"['i', 'love', 'relationships', 'and', 'i', 'love', 'love', '🥰', 'can', '’', 't', 'believe', 'i', '’', 'm', 'single', 'this', 'v', 'day', 'how', 'ghetto']",i love relationships and i love love 🥰 can ’ t believe i ’ m single this v day how ghetto,,non-hateful,non-hateful
1179011030757838849_twitter,"{'label': [1, 1, 1], 'annotator_id': [39, 1, 9], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', 'it', 'is', 'terrible', 'that', 'approximately', '<number>', 'to', '<number>', 'hundred', 'thousand', 'people', 'died', 'in', 'the', 'holocaust', 'from', 'typhus', 'and', 'starvation', 'mostly']",<user> <user> it is terrible that approximately <number> to <number> hundred thousand people died in the holocaust from typhus and starvation mostly,,non-hateful,non-hateful
1520595_gab,"{'label': [0, 0, 0], 'annotator_id': [13, 54, 4], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]]","['<user>', 'given', 'that', 'he', '<percent>', 'of', 'the', 'globalists', 'top', '<percent>', 'are', 'kikescum', 'and', 'that', 'the', 'dictatorship', 'ruling', 'over', 'americans', 'is', 'largely', 'comprised', 'of', 'jewfilth', 'perverts', 'and', 'criminals', 'pace', 'wikileaks', 'and', 'that', 'the', 'most', 'powerful', 'banking', 'factions', 'are', 'mostly', 'ratfaced', 'yids']",<user> given that he <percent> of the globalists top <percent> are kikescum and that the dictatorship ruling over americans is largely comprised of jewfilth perverts and criminals pace wikileaks and that the most powerful banking factions are mostly ratfaced yids,kikescum dictatorship ruling over americans is largely comprised of jewfilth perverts and criminals ratfaced yids,hateful,hateful
1178665557735944197_twitter,"{'label': [1, 1, 1], 'annotator_id': [187, 92, 9], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', '<user>', '<user>', 'iraqi', 'refugees', 'were', 'forced', 'to', 'flee', 'and', 'started', 'waiting', 'for', 'resettlment', 'since', '<number>', 'till', 'now', 'is', 'it', 'time', 'to', 'be', 'fair', 'is', 'it', 'time', 'for', 'equality', 'is', 'it', 'time', 'to', 'componsate', 'them', 'the', 'waste', 'years', 'that', 'lost', 'in', 'waiting', 'they', 'lost', 'everything', 'stand', 'with', 'iraqi', 'refugees']",<user> <user> <user> <user> <user> iraqi refugees were forced to flee and started waiting for resettlment since <number> till now is it time to be fair is it time for equality is it time to componsate them the waste years that lost in waiting they lost everything stand with iraqi refugees,,non-hateful,non-hateful
26342460_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 6, 81], 'target': [['Islam', 'Women'], ['Islam'], ['Islam']]}","[[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]","['good', 'moslem', 'if', 'only', 'we', 'can', 'get', 'them', 'to', 'do', 'this', 'before', 'wives', 'squat', 'out', 'shitlings']",good moslem if only we can get them to do this before wives squat out shitlings,moslem wives squat out shitlings,hateful,hateful
1178866756435079168_twitter,"{'label': [1, 1, 1], 'annotator_id': [2, 4, 46], 'target': [['None'], ['None'], ['None']]}",[],"['i', 'fucking', 'hate', 'wifi']",i fucking hate wifi,,non-hateful,non-hateful
1264174583789174786_twitter,"{'label': [1, 1, 1], 'annotator_id': [209, 235, 222], 'target': [['Islam'], ['None'], ['Islam']]}",[],"['<user>', 'hari', 'raya', 'is', 'not', 'about', 'people', 'going', 'from', 'houses', 'to', 'houses', 'but', 'its', 'about', 'we', 'muslims', 'celebrating', 'after', 'successfully', 'puasa', 'for', 'a', 'month']",<user> hari raya is not about people going from houses to houses but its about we muslims celebrating after successfully puasa for a month,,non-hateful,non-hateful
8524582_gab,"{'label': [1, 1, 1], 'annotator_id': [213, 221, 217], 'target': [['None'], ['Refugee'], ['Men', 'Women']]}",[],"['cnn', 'exclusive', 'picture', 'of', 'the', 'plight', 'of', 'refugees', 'on', 'the', 'high', 'seas']",cnn exclusive picture of the plight of refugees on the high seas,,non-hateful,non-hateful
1123697297467031558_twitter,"{'label': [1, 1, 1], 'annotator_id': [6, 69, 4], 'target': [['None'], ['None'], ['Homosexual']]}",[],"['kiske', 'to', 'kick', 'someone', 'gay', 'old', 'for', 'a', 'gay', 'little', 'ass']",kiske to kick someone gay old for a gay little ass,,non-hateful,non-hateful
14330454_gab,"{'label': [0, 0, 0], 'annotator_id': [223, 200, 231], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","['that', 'the', 'future', 'face', 'of', 'the', 'country', 'is', 'a', 'dumb', 'sexually', 'confused', 'hyperliberal', 'negro', 'should', 'surprise', 'no', 'one']",that the future face of the country is a dumb sexually confused hyperliberal negro should surprise no one,the country is a dumb sexually confused hyperliberal negro should surprise no one,hateful,hateful
10706335_gab,"{'label': [0, 0, 0], 'annotator_id': [54, 100, 9], 'target': [['African'], ['African'], ['African']]}","[[0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 1]]","['that', 'nigger', 'does', 'not', 'need', 'another', 'reason', 'to', 'hang']",that nigger does not need another reason to hang,nigger hang,hateful,hateful
1179059438600114176_twitter,"{'label': [1, 1, 1], 'annotator_id': [1, 10, 4], 'target': [['None'], ['None'], ['Other', 'Women']]}",[],"['<user>', 'stephen', 'miller', 'has', 'to', 'be', 'behind', 'this', 'he', 'appears', 'to', 'want', 'to', 'kill', 'all', 'people', 'with', 'brown', 'skin', 'and', 'he', 'willing', 'to', 'start', 'with', 'women', 'children']",<user> stephen miller has to be behind this he appears to want to kill all people with brown skin and he willing to start with women children,,non-hateful,non-hateful
1178932262848647168_twitter,"{'label': [1, 1, 1], 'annotator_id': [1, 10, 114], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', '<user>', 'i', 'know', 'this', 'also', 'applies', 'to', 'very', 'light', 'colored', 'peps', 'not', 'standard', 'western', 'white', 'dude', 'white', 'but', 'lighter', 'as', 'that', 'some', 'asians', 'got', 'a', 'problem', 'or', 'scandinavian']",<user> <user> <user> <user> i know this also applies to very light colored peps not standard western white dude white but lighter as that some asians got a problem or scandinavian,,non-hateful,non-hateful
1185426001909747712_twitter,"{'label': [1, 1, 1], 'annotator_id': [6, 7, 8], 'target': [['None'], ['None'], ['None']]}",[],"['if', 'you', 'mix', 'red', 'bull', 'and', 'white', 'claw', 'you', 'get', 'pink', 'blaws']",if you mix red bull and white claw you get pink blaws,,non-hateful,non-hateful
1106251643656372224_twitter,"{'label': [1, 1, 1], 'annotator_id': [6, 28, 7], 'target': [['None'], ['None'], ['None']]}",[],"['plz', 'let', 'nebula', 'pulverize', 'that', 'giant', 'sadistic', 'grape']",plz let nebula pulverize that giant sadistic grape,,non-hateful,non-hateful
1143852094220193792_twitter,"{'label': [1, 1, 1], 'annotator_id': [28, 8, 6], 'target': [['None'], ['None'], ['None']]}",[],"['shes', 'homophobic', 'and', 'transphobic', 'and', 'really', 'rude']",shes homophobic and transphobic and really rude,,non-hateful,non-hateful
1178530577206644737_twitter,"{'label': [1, 1, 1], 'annotator_id': [25, 135, 9], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'dm', 'me']",<user> dm me,,non-hateful,non-hateful
1178778192208945158_twitter,"{'label': [1, 1, 1], 'annotator_id': [70, 39, 25], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'i', 'agree', 'racism', 'is', 'wrong', 'as', 'a', 'principle', 'and', 'as', 'a', 'fellow', 'queer', 'it', 'important', 'to', 'strive', 'for', 'an', 'intersectional', 'inclusion', 'in', 'our', 'community', 'hate', 'speech', 'is', 'wrong', 'calling', 'someone', 'white', 'trash', 'is', 'wrong', 'but', 'it', 'also', 'important', 'to', 'acknowledge', 'the', 'pain', 'and', 'fight', 'of', 'fellow', 'queer', 'poc']",<user> i agree racism is wrong as a principle and as a fellow queer it important to strive for an intersectional inclusion in our community hate speech is wrong calling someone white trash is wrong but it also important to acknowledge the pain and fight of fellow queer poc,,non-hateful,non-hateful
1178656914567258112_twitter,"{'label': [0, 0, 0], 'annotator_id': [99, 25, 4], 'target': [['Asian'], ['Asian'], ['Asian']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]]","['anime', 'culture', 'has', 'created', 'a', 'new', 'generation', 'of', 'weeboos', 'where', 'black', 'and', 'white', 'kids', 'gonna', 'have', 'ching', 'chong', 'names', 'cuz', 'their', 'stupid', 'ass', 'parents', 'like', 'ching', 'chong', 'cartoons']",anime culture has created a new generation of weeboos where black and white kids gonna have ching chong names cuz their stupid ass parents like ching chong cartoons,ching chong ching chong,hateful,hateful
2901472_gab,"{'label': [0, 0, 0], 'annotator_id': [217, 235, 199], 'target': [['Arab', 'Islam', 'Men', 'Women'], ['Islam'], ['Islam']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","['<user>', 'he', 'should', 'resign', 'and', 'then', 'commit', 'hara', 'kiri', 'in', 'front', 'of', 'those', 'bloody', 'thirsty', 'muslim', 'scumbag', 'camel', 'jockeys']",<user> he should resign and then commit hara kiri in front of those bloody thirsty muslim scumbag camel jockeys,he should resign and then commit hara kiri in front of those bloody thirsty muslim scumbag camel jockeys,hateful,hateful
1179072123949780993_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 44, 1], 'target': [['Refugee'], ['None'], ['None']]}",[],"['<user>', '<user>', 'the', 'demo', 'bots', 'pin', 'their', 'hopes', 'on', 'massive', 'illegal', 'alien', 'voter', 'fraud', 'operation', 'too', 'big', 'to', 'recount', '2020', 'the', 'current', 'mcimpeachment', 'mcstrategy', 'is', 'designed', 'to', 'anger', 'illegal', 'aliens', 'into', 'mcvoting']",<user> <user> the demo bots pin their hopes on massive illegal alien voter fraud operation too big to recount 2020 the current mcimpeachment mcstrategy is designed to anger illegal aliens into mcvoting,,non-hateful,non-hateful
1183022464386904064_twitter,"{'label': [1, 1, 1], 'annotator_id': [206, 217, 223], 'target': [['Caucasian'], ['Men', 'Women'], ['None']]}",[],"['i', 'can', 'not', 'believe', 'this', 'white', 'man', 'called', 'me', 'discriminatory', 'because', 'i', 'would', 'not', 'let', 'him', 'and', 'his', 'entitled', 'family', 'board', 'first', 'lol', 'i', 'can', 'not']",i can not believe this white man called me discriminatory because i would not let him and his entitled family board first lol i can not,,non-hateful,non-hateful
1179073412578381827_twitter,"{'label': [1, 1, 1], 'annotator_id': [53, 18, 93], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'they', 'all', 'look', 'like', 'me']",<user> they all look like me,,non-hateful,non-hateful
15013021_gab,"{'label': [1, 1, 1], 'annotator_id': [221, 232, 203], 'target': [['None'], ['Caucasian'], ['Caucasian']]}",[],"['last', 'one', 'i', 'promise', 'i', 'am', 'so', 'white', 'that', 'albinos', 'worry', 'that', 'i', 'look', 'pale']",last one i promise i am so white that albinos worry that i look pale,,non-hateful,non-hateful
1160816648783159296_twitter,"{'label': [1, 1, 1], 'annotator_id': [61, 6, 7], 'target': [['None'], ['None'], ['None']]}",[],"['color', 'blue', 'and', 'white', 'porcelain']",color blue and white porcelain,,non-hateful,non-hateful
6305207_gab,"{'label': [0, 0, 0], 'annotator_id': [9, 3, 4], 'target': [['Islam'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]","['trump', 'is', 'a', 'pedophile', 'kike', 'verified', 'power', 'user']",trump is a pedophile kike verified power user,kike,hateful,hateful
