platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,label
tieba,race,放心吧如果继续下去就会像当年的德国一样出现第二个X特勒,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",27,hateful
tieba,lgbt,11.让全球气候变暖12.导致世界金融危机,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",21,non-hateful
zhihu,race,远离默默默默，抵制串串🤣,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",16,hateful
tieba,gender,吃饭是人的弱点,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,region,呵呵 别着急，下一个就是你他们，这么说吧如果他们没有强大的宣传机器，你再看看风评，同样抗疫支援，你看看宣传吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",54,non-hateful
tieba,race,女孩拼了命融入的圈子，最后发现还不狗窝,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",19,hateful
zhihu,race,买了个表是啥意思啊,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
zhihu,race,都散了吧，人家都饥渴到这个程度了，大家就不要再打击了🤔,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",30,non-hateful
tieba,gender,就问你，你会娶离婚女吗？你会娶烂裤裆吗？问题来了，还有剩下的吗？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",32,hateful
tieba,gender,为什么要鼓励生育？原来是为了保护某些群体的自尊心！国家太暖心啦！,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",32,non-hateful
zhihu,race,应该是差不多。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
tieba,gender,没啥奇怪的，毕竟女性有30%减伤呢,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
tieba,race,习惯了我现在都不发了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,non-hateful
zhihu,region,那你应该谢谢骂你的那个东北人 因为人家骂你你能听得懂 如果是南方人 比如说福建人浙江人四川人 用他们的方言骂你 你听不懂还以为人家在夸你 你还得谢谢人家🤣,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",81,hateful
tieba,gender,支持黑叔叔大骂织女,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",9,hateful
zhihu,lgbt,如果你是因为天生讨厌，那远离就好了，对吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,non-hateful
zhihu,race,我们国男不就是女拳的敌人吗，那敌人的敌人就是朋友🐶,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",25,hateful
zhihu,region,黑龙江的人均城镇收入已经全国倒数第二了，还做美梦呢？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",26,hateful
zhihu,race,这第一口就是宁咬的吧😆,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,hateful
zhihu,race,不是批判女孩子，而是大家都对女孩子嫁给黑人等于明摆着往火坑里跳而感到愤怒！女人真的不能无知到那种地步！,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",51,hateful
zhihu,race,你看看他主页就知道了🤣,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
tieba,gender,妈的。。这转发动态比我转发空间都勤快,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,hateful
zhihu,lgbt,我想问问，普通男生被莫名磕同性cp什么感觉?我一直以为同性恋只是小部分，但现在感觉这个队伍越来越壮大，甚至我说出讨厌同性恋的话的时候我觉得所有的人都在针对我，我无论从心理上还是生理上都很厌恶同性恋，无论男同还是女同，之前我一个女性朋友说她喜欢上了一个女孩，她借着朋友的身份跟在她身边，我觉得这样心思很不单纯，这与男女不一样，总之我很讨厌同,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",169,hateful
tieba,race,性反转了，女变男,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,race,我们不是种族歧视，是种族鄙视。我们不歧视他们，就像我不会歧视猫狗一样，不歧视不等于和其性交，如果不歧视成了一定要和其恋爱结婚生子，那我们穷光棍就太高兴了，可没有一位体面的小姐愿意嫁给我们，看来按某些人的逻辑歧视穷人是真歧视，比歧视黑人都歧视。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",121,hateful
zhihu,race,法国就是前车之鉴,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,lgbt,排斥同性的表白跟排斥自己不喜欢的异性的表白是一样的啊，自己的选择而已,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",34,non-hateful
zhihu,region,广东人跟广西人长相有什么区别？本来就同为珠江流域人，语言风俗长相文化都相似，从南越国到交州到岭南道都是同一个行政区，广东人以为攻击广西自己就不东南亚了？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",76,hateful
zhihu,race,圈子太窄了吧，黑人在中国玩过的女人简直不要太多好吗？一堆黑二代😅,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",35,hateful
tieba,lgbt,祸害学生，是他们的死罪,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
tieba,gender,都是土著王了，杰希一听就是歪果仁,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
zhihu,race,去这个索玛女王微博看了一下，全是女拳，大家去看一看，我真叫恶心着了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",33,hateful
tieba,lgbt,快点展示你的基头,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",8,hateful
tieba,lgbt,9.演甄嬛传，宫斗10.和南人睡觉,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",17,hateful
tieba,lgbt,所以他又怂了，放鸽子了是吧，实在不懂，明面上这头🐷信用都败光了，为啥还要信他,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",38,hateful
tieba,lgbt,先把你的癖衍让我超了再说,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,hateful
zhihu,lgbt,这种就是腐癌，磕CP的前提不是自己也得是同性恋,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",23,hateful
tieba,gender,这个游戏只有国区才有吗港区搜不到,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
tieba,lgbt,这是原文链接,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
zhihu,lgbt,那些人觉得认可同就是zzzq，反正我是恐同的，只能说我讨厌他们，不想和他们接触，但我也不会出言侮辱他们，不是一个世界的人，大家各活各的就行了。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",71,hateful
zhihu,race,我不是最懂，但我起码会查法西斯帝国得历史，而不像某些人一来就说什么计划😆,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",39,non-hateful
zhihu,race,对于美国人而已，嫁给我我们的美国女人也算是叛徒,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",23,hateful
tieba,race,同类，很正常,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
tieba,gender,知乎官方本来就偏向女拳立场，知乎现在的舆论形势是用户包围官方。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",31,hateful
tieba,lgbt,对伴侣不忠还想传艾给他人,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 0, 1]",12,hateful
zhihu,race,只要不是最底层的，都喜欢打压下一层的人,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,non-hateful
zhihu,region,离这香港最近,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
zhihu,race,汉奸的事能提倡？鄙视就完了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
tieba,race,求蒋仁贵原版素材,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,region,想想外国怎么黑中国的，掌握媒体话语权的都喜欢抹黑别人，因为自己没啥优点只能用过抹黑别人来显得自己有优点。,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",52,hateful
tieba,gender,没关系把她们培养成大纱布让愿意娶的弱指去娶,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",21,hateful
tieba,lgbt,结果那个泼男就是他们另外反同吧的吧主？哎哟，我都兴奋了！打的就是你们窝里的老杂毛！把话带到，我回重庆的时候约他不要怂,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",58,hateful
tieba,gender,行啊，公事公办，kpi考勤都搞上擦地扫地饭菜口味都有指标，公司不提供食宿，每天早上来晚上走，吃喝住通勤自己解决，迟到早退扣钱，父母孩子不满意扣钱，必要时调休加班。随市场涨工资？没听说过，想涨自己找下家跳槽去，35岁合理优化公司结构。市场经济里当甲方多好啊,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",127,non-hateful
tieba,gender,看网站的时候多看看国产，说不定能看到你女朋友,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",22,hateful
tieba,race,非洲动物园鬼畜杂毛地方,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 1, 0]",11,hateful
tieba,gender,最原始的女权，是维护女性正当权利，女性承担繁衍责任，男性在不需要繁殖的时候具有天然的生活优势，在日常生活里天然女性很明显会处于弱势地位，优势地位的男性也很乐意维护女性最基本的人权，比如生育，比如交配意愿，再比如从小就会因为女生力气小而教导男生要多照顾女生，因为同等工作量，男性天生就有力气优势。但这经不起利用，男人女人们，好好看看在争取男权亦或者女权的时候，到底有没有尊重最基本的人权！人权！人权！,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",199,non-hateful
tieba,lgbt,快来水！快来水！,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,race,真的要我放一张东亚小女孩和白人小女孩的照片打他脸吗,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",25,non-hateful
zhihu,region,有资本也不让人傲？酸,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,hateful
tieba,gender,我怀疑你还活在梦里全世界著名的公交车eglkd还以为自己受欢迎有人高价接盘现在是你们想嫁都没愿意娶的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",50,non-hateful
zhihu,race,不是，就觉得恶心，洋垃圾不要我凭什么要，要是easy girl骗我接盘，让我发现不会放过这个婊子,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",48,hateful
zhihu,race,现实中不敢跟黑人硬碰硬，网络上还收拾不了本国人？😆,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",28,hateful
zhihu,race,酒桌上谈这事儿，喝得下酒吗？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
tieba,gender,你活在这个世界上的唯一理由就是拿这些个例中的个例还有一些我估计你都不知道什么意思的所谓哲学家说过的话告诉我们女性对世界贡献更大如果是这样我建议你重开重开的记得智商调高一些,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",85,hateful
tieba,race,这老头说的有理有据，支持！,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
zhihu,race,嫁就算了嘛，但你嫁了就别拖家带口地留在中国,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",21,hateful
tieba,lgbt,白左笑说吧要殖民我们，少跟他们来往,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",17,hateful
tieba,gender,本来就不是靠舔就能得来的，舔狗全都是那些对女性不了解，把女生想的很美好的沙卵。实际上大家都是第一次当人，谁也不比谁高贵，上来就把自己放在低人一等的地位上拼命舔，正常人都看不起这种人，更别说喜欢了。人们喜欢狗是因为狗可以当宠物，但不会把狗放在和人一样的地位去看待，更不会和狗交往,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",138,hateful
tieba,gender,黑土地盗掘确实严重，该罚！祸害我们东北的黑土地,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",23,non-hateful
zhihu,race,是的 ，不知道那些人在想什么 ，有什么好看的 ，一般看到白皮黑皮都屏蔽,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",35,hateful
tieba,race,不不不，视频中只有一个小孩，另一个黑色的是动物,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",23,hateful
zhihu,region,🤭您有井盖被黑的厉害吗？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",15,hateful
tieba,race,而且外国人永久法允许黑人进来怎么办？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",18,hateful
tieba,gender,建议不要多说，被学校的女拳知道，就不太好过，等快毕业淦,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",27,hateful
tieba,race,赖皮式移民,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
zhihu,race,法国都成高卢乌鸡了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",9,hateful
tieba,lgbt,虽然但是，这图TM就是摆在馆里的泥塑或沙雕啊看着泥塑感就很重，也魅说是本人吧。,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",39,hateful
zhihu,race,腿上带黑桃的是个媚黑组织,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",12,hateful
zhihu,race,为啥？就是因为现在中国女人地位高到离谱，男人任劳任怨还被女性瞧不起。破坏人类的根本原则,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",43,hateful
zhihu,region,北京叫王德彪（外地逼)，上海叫乡下人。,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",19,hateful
zhihu,race,我高中那会至少四分之三，我们班基本全是,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,non-hateful
zhihu,region,辽宁人歧视黑龙江人，建州女真歧视野人女真😆,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",24,hateful
tieba,lgbt,图片里这垃圾吧，害我在里面签到了3级，浪费我辣么多的时间，祝吧里的基佬们早生贵滋！,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",41,hateful
tieba,gender,啥？你带那。。。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,race,国男知道了，哪怕结婚了你还会被甩😄,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,non-hateful
zhihu,race,你这话说的，我反驳的点是他说女性之间友谊的虚伪而不是人品的不端。别把男女分开说，是个人周围产生品行不端的大家就会离开他，这都是非常正常的。跟女的不女的没关系。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",79,non-hateful
tieba,gender,讲个话一直没人回，好不容易等到一个回话的，点开一看居然是女的,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",30,hateful
zhihu,lgbt,别人男同也是有尊严的好吗？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
tieba,lgbt,大家反同的原因是什么捏？㈡①通讯录教唆未成年人②社会不稳定因素，情绪不稳定③自认为通讯录高于yxl，自我宣传的同时贬低yxl④X行为对身体可能有不良影响⑤就是厌恶，认为不符合自然规律以上加上上一贴共十点，其实很多txl并没有这么夸张并歇斯底里，大家都是接受过九年义务教育的人，我不相信只是因为txl就会变成那种妖魔化的样子，我本人其实也极度反感反异人群，抵制男女恋爱在我眼里可笑至极，我不认为谁比谁高级或是优越，希望大家不要因为部分在网上激进的txl疯子对这个群体有太多恶意，最后强调那种反男女的都是疯子，二球，傻*，更多的txl群体只是安静、正常、阳光的活着，不是每个人都是疯子问题:如果所有txl不张扬、不蓝交、不反异、安静平和的活着，大家还会厌恶txl吗？,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[1, 0, 0, 0, 0]",331,hateful
tieba,race,复制，下载器下载,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,region,你还真是个人才,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,region,山西人给你点个赞,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,lgbt,...这句话跟我的回答我没什么关系吧😂,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,non-hateful
tieba,race,吃喝嫖，全包,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
zhihu,region,懂什么，这叫《向往的生活》,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
tieba,gender,我敢说楼主是光说不做，因为别说去“关爱”女性了，光靠近都常常被当做骚扰。楼主现在还没呗投诉骚扰或者挂墙上，说明它根本就没做到“关爱”女性,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",68,hateful
tieba,race,人家那是和全世界联系起来的，眼界比我们开阔多了，有这种优势哪个女的不想嫁给他们？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",40,hateful
zhihu,region,怎么看都是外地人歧视上海😓,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",16,hateful
zhihu,race,所以你家有嫁内个还是咋的？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",13,hateful
tieba,race,那你应该去放生吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,lgbt,不过医生好像也都意见不一呢而且并没有哪本医学书有写同性恋是疾病曾经诊断标准里有现在也删掉了哦当然你说这是一种退步我也不反对,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",61,non-hateful
zhihu,race,"首先我是男人,但我觉得不管嫁娶都别回来。男人娶个黑妹也是生黑娃啊，也不应该支持。而且如果只强调女性,第一是明显双标,第二是就把媚黑这个矛盾转移到男女对立上了，会让女人们觉得凭什么男人可以女人不行。然后有一堆杠精来骂你,她们不一定媚黑,但一定气不过双标。所以也不利于观点传播",1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",136,hateful
zhihu,race,一白遮百丑！美听说过美黑的。美白，美白！美听说黑人选美的。与黑人结合就值得批判！,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",40,hateful
zhihu,region,劝你们别这么想，不然你们见到很多黑河南的还又红又专的时候会接受不了的,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",34,hateful
tieba,race,太好了，太好了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,lgbt,搞的那歌跟你出版的一样，是你出版的该你的也得受着，还轮得到你挑选顾客？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",35,non-hateful
zhihu,region,从我多年网上冲浪的经验来看，混迹各个网络社区，就没见过哪个省是团结的，真要有的话也许是上网人数最少的新疆青藏等地,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",56,non-hateful
zhihu,region,囧上海有100万日本人？就算上海是个有近2500万人口的超级大都市，可你知道100万人口是啥概念嘛？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",53,non-hateful
zhihu,lgbt,主要是他们张口闭口说只有同性才是真爱,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",18,hateful
tieba,lgbt,谁说只有男的会骗婚的？？,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 0, 1, 0, 0]",12,hateful
zhihu,lgbt,😓😓什么laji就不要叫了，艾滋里面什么人最多不用多说了吧，不要拿艾滋碰瓷同性恋，散滨😓😓😓,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 0, 1]",61,hateful
tieba,race,不行，臭的，全是浑臭,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,hateful
tieba,race,我们不能歧视NBA球星？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,non-hateful
tieba,race,想不到清华大学的人也有傻的,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,hateful
tieba,gender,可以让她生了，分月付款，生完滚蛋，给别人生去。好像也行,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",27,hateful
zhihu,race,不好意思，国际女权组织，是各国公认的女性权益权威组织。为女性争取产假、同工同酬、平等参政等权益上，做出了突出贡献。囧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",61,non-hateful
tieba,gender,你是独立的个人。你应当拥有自由。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
zhihu,region,最后说一次，别在我评论区理发店,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,hateful
tieba,gender,找客服人工举报了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,race,媚外的国女实在是太多了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",11,hateful
tieba,race,和虫类和它们后代虫混发生关系人类男男女女都会被感染СПИД而且它们虫混基因寝噬然后逐渐把有些人类整消网可以这么说纵观它们从地球诞生那一日算起到现在разгром一个又一个非常高度人类文明与人类,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",96,hateful
zhihu,region,上海确实是很歧视外地人,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",11,hateful
zhihu,race,我不懂那么多花里胡哨的大道理，我就是单纯的歧视黑人。😓,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",30,hateful
zhihu,race,esgirl👍️,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",10,hateful
tieba,race,脑子没有毛病吧？非常不可理喻了！,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,hateful
zhihu,region,自己过的好就行了，苏北最穷的地方能吊打中国的大部分城市这个看中国城市排名就知道，这些人再怎么地域黑，我们的生活水平也不会因此降低。过的好就是好，这要不是说没品德都不是大问题。毕竟穷富这种东西都是看个人家庭的。🤔,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",108,hateful
zhihu,region,真的要检讨一下。广东常常刮台风，下大雨，最多也只是水浸街,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",28,non-hateful
tieba,lgbt,通讯录就是一群反人类的异类。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",14,hateful
zhihu,region,在台湾人眼里，中国好像就他们一个岛。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
tieba,race,哎！中国怎么那么重视黑鬼。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",13,hateful
zhihu,region,😭井盖好沉的，根本就不好偷啊😅就这一个黑了多少年了，河南的假和尚可比偷井盖的多多了,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",47,hateful
zhihu,race,同样女权所说的家暴男也很少😆，为什么要把部分的家暴男上升到整体？😆😆,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 0, 1, 0, 0]",43,hateful
zhihu,race,非处：老娘补膜+紧缩术+整容，安能辨我是雄雌😆,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",26,hateful
tieba,gender,这就去水经验,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
zhihu,race,矫枉必须过正，负负才能得正😆，期待用爱感化和外部力量调和的人.，完全就是犯了机会主义和常凯申期待英米法帝调和中日的错误,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",62,non-hateful
