guid,source,date,title,comment,OFF,TGT,GRP,OFF_span,TGT_span,annotator_id,offensiveness,off_start_idx,off_end_idx,target,target_group,tgt_start_idx,tgt_end_idx,label
kold-v1_08858,youtube,2022-01-17,"[퀴어드라마] 그냥, 좋아해요",이때 함께 만들어나가면서 고생도 많고 정말 뿌듯했던게 생각나네요ㅎㅎ 마지막 즈음에 오해와 감정 해소되는 씬은 다시 봐도 정말 좋아요!,False,,,,,236055,False,[],[],[],[],[],[],non-hateful
kold-v1_10791,youtube,2022-02-01,"저 오늘 파티가효,, 인도 메이크업샵 체험기   인도6",오늘 아침 반가웠어요 ❤️♥️❤️,False,,,,,232878,False,[],[],[],[],[],[],non-hateful
kold-v1_13787,naver_news,2021-05-28,"[단독] 인권위, ""성차별적 미스코리아대회 폐지 요구"" 진정 각하",북악산 바위다!,False,,,,,179557,False,[],[],[],[],[],[],non-hateful
kold-v1_01415,naver_news,2021-03-14,[스트레이트] 국회의원들은 왜 14년째 차별금지법을 외면하고 있을까?,목숨걸고 법안 막으세요. 온 국민이 이 법안에 반대합니다,False,,,,,113000,False,[],[],[],[],[],[],non-hateful
kold-v1_01524,youtube,2021-10-02,리메이크(48) - 물맷돌 믿음 (2021-07-25 주일예배) - 박한수 목사,하나님께서 말씀을 듣게하시니 ..감사.  내가깨우치므로 하나님께 감사합니다  ……..,False,,,,,188663,False,[],[],[],[],[],[],non-hateful
kold-v1_02717,youtube,2021-07-22,"""피부색보다 생명"" 백인 극우주의자 구한 흑인 (2020.06.15/뉴스데스크/MBC)",헛저분이할아버지?!,False,,,,,121793,False,[],[],[],[],[],[],non-hateful
kold-v1_29048,youtube,2021-05-18,"[로스트아크]금강선 디렉터가 젠더락 클래스를 개발하게 된 계기(건슬링어,스트라이커)",와.... 저 사진 건슬링어와 스트라이커 그대로 나왔네... 이미 개발 중이었던 거였어!!,False,,,,,234837,False,[],[],[],[],[],[],non-hateful
kold-v1_15085,youtube,2022-02-09,[VLOG] 성전환 수술하는 브이로그,진짜아팟겟다ㅜ,False,,,,,129862,False,[],[],[],[],[],[],non-hateful
kold-v1_06515,youtube,2021-08-17,[QUEER SERVICE EP.4] Did you know gay marriage can be possible right now under the korean law?,대박이네요 ㅎㅎㅎ 가족관계 ㄱ담당하는 공무원이 됩시다 ㅋ,False,,,,,190360,False,[],[],[],[],[],[],non-hateful
kold-v1_27237,youtube,2021-08-17,여자 둘이 결혼합니다 l  모던패밀리,부럽네요~^^,False,,,,,216497,False,[],[],[],[],[],[],non-hateful
kold-v1_25957,youtube,2021-08-19,[풀영상] 탈레반 대변인 '수하힐 샤힌' 단독 인터뷰 공개합니다 / 비디오머그,0:42 비지니스를 위한 강제 웃음 0:45 비지니스를 위한 강제 웃음,False,,,,,102419,False,[],[],[],[],[],[],non-hateful
kold-v1_30990,youtube,2021-08-19,강대국 미국이 탈레반에게 아프간 넘겨준 이유,군대가 부패하고 군인을 제대로 대우하지 않으면 저런 결과가 나오는 것은 당연하다.,False,,,,,189424,False,[],[],[],[],[],[],non-hateful
kold-v1_08041,youtube,2022-01-08,터키는 유럽 아닌가? 터키가 이슬람으로 돌아가려는 이유,터키 한국 통화스와프로 한국 2조 중 1조 증발ㅋㅋㅋㅋㅋ,False,,,,,239051,False,[],[],[],[],[],[],non-hateful
kold-v1_26172,youtube,2021-08-23,[특별인터뷰 ] 차별금지법 바르게 이해하기 _ 조영길 변호사_1편,차별금지법으로 군대 않갈수 있나요,False,,,,,169159,False,[],[],[],[],[],[],non-hateful
kold-v1_01930,naver_news,2021-02-13,"[단독]  박영선 '차별금지법 입장 변화'...""기본권 차별 안돼""","에이, 거짓말~",False,,,,,235902,False,[],[],[],[],[],[],non-hateful
kold-v1_36409,youtube,2022-02-28,탈북민이 대한민국 여권을 쥐고 출국하면 벌어지는 골 때리는 행동들!! with. 이지민,생기발전소 설미님을  축복합니다. 참 유쾌한 분이십니다.,False,,,,,226185,False,[],[],[],[],[],[],non-hateful
kold-v1_36687,naver_news,2021-04-22,“부동산 투기는 아내가 한 일” 뒤에는 ‘젠더 불평등’이 있다,아! 내가 했다,False,,,,,173724,False,[],[],[],[],[],[],non-hateful
kold-v1_01253,youtube,2021-07-22,"[특집다큐] 새로운 기회, 이제 할랄이다 - 1부 : 이슬람문화 '할랄'에 주목하다 / 연합뉴스TV (Yonhapnews TV)","개인적인 신앙은 존중합니다만, 지키는 것은 그들의 선택이기에 타지에서 불편함을 탓할필요는 없어 보입니다.",False,,,,,174471,False,[],[],[],[],[],[],non-hateful
kold-v1_24123,naver_news,2021-07-11,‘통일부 폐지론’에서 ‘젠더 감수성’으로…이준석-이인영 설전 계속,이제야 나라가 좀 제대로 돌아가네,False,,,,,191601,False,[],[],[],[],[],[],non-hateful
kold-v1_30808,youtube,2021-07-22,모쏠이 처음 만나본 백인 여자친구 It's my first white girlfriend.,Mixed girl,False,,,,,171472,False,[],[],[],[],[],[],non-hateful
kold-v1_09500,youtube,2021-08-19,"유대교, 기독교, 이슬람교 차이 간단 비교",이상과 현실 사이의 문제를  해결해보자는게 종교다. 이상은 바라는 소원들이고 현실은 지금 처해있는 조건 즉 처지들이다. 정치도 이문제는 같다. {행복=조건(현실=성취))/기대감(이상=욕구=탐욕+탐구욕)}이란 등식으로부터 풀어가야한다.,False,,,,,36733,False,[],[],[],[],[],[],non-hateful
kold-v1_12903,naver_news,2022-03-15,"英, 러 '올리가르히' 대저택 우크라 난민 수용 가능성 검토(상보)",굿 아이디어,False,,,,,244784,False,[],[],[],[],[],[],non-hateful
kold-v1_01076,youtube,2021-07-22,발리에서 서울대 나온 여의사를 만나다 | 도처에 한국어 능력자 | 동남아 한류 (s4e20),영상을 보니 발리는 생각만해도 그냠 좋으네여~~ 완전 부럽습니다!!근데 한국들어오신건가요? 아직 인도네시아이신거죠?,False,,,,,236983,False,[],[],[],[],[],[],non-hateful
kold-v1_20188,youtube,2021-08-17,"여성단체 ""여가부 폐지, 재난 컨트롤 타워 없애자는 꼴"" / JTBC 정치부회의","박나래님의 자숙기간 없는 방송출연을 반대합니다. 대한민국이 상식적으로 이해가 되는 세상이 되기를 기원합니다,",False,,,,,95813,False,[],[],[],[],[],[],non-hateful
kold-v1_03531,naver_news,2021-05-10,“차별금지법 통과되면 한국교회 미래 장담 못한다”,차별금지법(동성애독재법) 절대 반대한다!!,False,,,,,178521,False,[],[],[],[],[],[],non-hateful
kold-v1_14922,youtube,2021-08-19,[이슈정주행] 20년 만에 돌아온 탈레반 '공포'로 물든 아프간 / JTBC News,지금의 대한민국 은 자유  민주주의   맞는가,False,,,,,83546,False,[],[],[],[],[],[],non-hateful
kold-v1_12913,youtube,2020-03-31,2021년 10월 3일 연중 제27주일(군인 주일) 매일미사 서상범 티토 주교 집전,주님사랑합니다  주님감사합니다  주님고맙습니다아멘,False,,,,,115391,False,[],[],[],[],[],[],non-hateful
kold-v1_13226,youtube,2021-05-26,한국에서 7년간 외국인 근로자로 일한 27살 캄보디아 청년이 기억하는 한국은?,인상이 너무선하구 한국말을 하는데 제가 편하게 들을정도로 잘하시네요 그리구 프레스나 도장같은게 무지 힘든걸압니다 옆에서 보기에 미안하더라구요 고생하셧구 대접받을 충분한 이유가됩니다,False,,,,,184990,False,[],[],[],[],[],[],non-hateful
kold-v1_19291,youtube,2021-08-19,"본색 드러낸 탈레반 ""민주주의 필요 없어"" 여성에 잔혹 행위 [굿모닝MBN]",여기서 심각한 탈레반의 여성 인권 무시행위에 대해 말하는 댓글이 페미 페미라고 얘기하는 사람들은 뭐지...,False,,,,,147530,False,[],[],[],[],[],[],non-hateful
kold-v1_01675,youtube,2021-10-03,장경동 담임목사 주일 4부예배 21.10.03,주님하루하루에삶을 지켜주시고동행해주시는주님께감사드립니다 주님사랑합니다,False,,,,,106024,False,[],[],[],[],[],[],non-hateful
kold-v1_26717,youtube,2021-08-17,차별금지법 통과하면 벌금 100억? 퍼지는 '괴담' 따져보니 / JTBC 뉴스룸,도덕적인 문제에다가 법의 잣대를 들이대는게 과연 옳은 일인가. 아니라고 본다,False,,,,,189299,False,[],[],[],[],[],[],non-hateful
kold-v1_24961,youtube,2020-03-31,"[노래로 기도해 모음 1] 윤요셉 부제 노래기도 모음_바오로딸, 가톨릭 생활성가, 잠들기 전/아침, 기도, 묵상 BGM, 지치고 힘들때 편안함, 치유, 위로, 평화를 주는 노래",평안한 기쁨을 안겨주시는 신부님목소리에 감사합니다~^ ^,False,,,,,171472,False,[],[],[],[],[],[],non-hateful
kold-v1_31679,youtube,2021-10-03,세상의 모든 크리스천에게 당부드립니다 이재철 목사 잘잘법 Ep.58,지금까지 외눈박이로 살아왔음을 고백합니다. 하나님께서 주신 두 눈을 다 뜨고 살지 못했습니다. 이 두 눈을 다 뜨기위한 노력은 저의 몫이 겠죠? 애써보겠습니다. 그리고 기도하겠습니다.,False,,,,,96891,False,[],[],[],[],[],[],non-hateful
kold-v1_39964,youtube,2020-10-05,"종교통합을 완성한 로마 카톨릭(개신교, 이슬람, 유대교, 힌두교, 불교 등)",근데 성경에서 경고했는데 왜 이걸 하는걸거까요...이걸하면 신께서 노하신다는데 말이죠..,False,,,,,182027,False,[],[],[],[],[],[],non-hateful
kold-v1_06580,naver_news,2021-06-17,"이상민, 평등법 발의… 의원 24명 동의",국민의 80%이상이 반대하는 법입니다!!차별금지법 절대 반대합니다!!,False,,,,,6952,False,[],[],[],[],[],[],non-hateful
kold-v1_16725,youtube,2021-05-26,중국동포 출신 벤츠타는 여자 그녀는 카푸어? 금수저? (ft.프라임에셋 보험대리점 정지민 지사장의 주부일상 브이로그/경단녀/일자리),멋집니다!!,False,,,,,234315,False,[],[],[],[],[],[],non-hateful
kold-v1_32588,naver_news,2022-03-29,"인수위 ""임대차3법 폐지·축소 단계적 추진…與 설득해 개정 추진""(종합)",서울과 지방을 비교할 필요가 없습니다. 무조건 다주택에는 중과해야 2030세대에게 미래가 있습니다.,False,,,,,240745,False,[],[],[],[],[],[],non-hateful
kold-v1_31747,youtube,2021-08-19,"탈레반, 판지시르서 교전...""저항군 34명 사살"" / YTN",무기라도 줄 수 있다면 좋을텐데...,False,,,,,197438,False,[],[],[],[],[],[],non-hateful
kold-v1_17743,youtube,2021-08-17,[영화리뷰/퀴어영화] 형 키스하셔도 돼요 01,I should grab my phone while im cycling so that i could also find a hot-guy like him.,False,,,,,213454,False,[],[],[],[],[],[],non-hateful
kold-v1_07259,youtube,2021-07-22,이유없이 흑인 운전자 차 세운 백인 경찰의 최후(꼬시다 아주그냥!!) #프리한19,뭐 다른 댓글들 보니까 알고보니 이분이 검사장이라고 하던데... 진짜 제대로 걸렸넼ㅋㅋㅋㅋㅋㅋㅋ 어쩌다 지검장을 건드려가지구 ㅋㅋㅋㅋ,False,,,,,173902,False,[],[],[],[],[],[],non-hateful
kold-v1_15693,youtube,2021-07-22,[한글자막CC] 탈북민들이 한국에 와서 깜짝 놀라는 한국인의 위생 수준!,참 소탈하고 순수한 두사람이  보기좋아요 위생은항상신경써야하고속옷은매일갈아입고사우나는휴식 세신은물리치료 개념의차이지요 사랑스러운두사람도별거다해보세요♡♡,False,,,,,158504,False,[],[],[],[],[],[],non-hateful
kold-v1_15690,youtube,2020-03-31,"[카톨릭의 정체] 루시퍼찬양, 교황권의 정체, 바티칸의 정체 -최호영 목사-",루시퍼는 성경 어느 구절에도 나와있지 않습니다. 루시퍼는 악마가 아닙니다.,False,,,,,187232,False,[],[],[],[],[],[],non-hateful
kold-v1_39775,youtube,2021-05-26,"[무박 n일 밤샘 방구석 여행 ][강릉] #1 외국인 근로자 특집 | KBS 110102, 09, 16 방송",저거물없는카레  집에서하면 저렇게안되서 당시진짜신기했음,False,,,,,149052,False,[],[],[],[],[],[],non-hateful
kold-v1_14506,youtube,2020-03-31,[1 Hour of Deep Prayer Music] 기도하며 듣는 가톨릭 피아노 모음집- EUM PIANO/Catholic pray Catholic Hymns and Songs,"정말 감사드립니다. 하느님의 은총이 늘 함께 하시길,,",False,,,,,183166,False,[],[],[],[],[],[],non-hateful
kold-v1_24219,youtube,2021-05-26,서울 신촌에 설치된 퀴어를 위한 고백 부스,너무 좋다.. 따수운 연말 되시길!!,False,,,,,1166,False,[],[],[],[],[],[],non-hateful
kold-v1_13807,naver_news,2021-06-16,"15년 표류  '차별금지법' 이번엔 다르다···與 이상민, '평등법'발의",차별금지법의 좋은 면은 이름뿐. 국민의 권리를 중국인에게 나눠주는게 차별? 이법은 아예 발의도 못하게 해야함,False,,,,,215677,False,[],[],[],[],[],[],non-hateful
kold-v1_30033,youtube,2021-08-19,크리스천의 혼전순결에 대해서 생각해봤습니다 강남대 기독교학과 백소영 교수 잘잘법 Ep.82,혼전순결만 늘 강요하는데 그렇다면 결혼 안하는 사람들은?  하고 생각했는데 완전히 다른 시선으로 생각하게 하는 말씀이네요. 잘 들었습니다.,False,,,,,143549,False,[],[],[],[],[],[],non-hateful
kold-v1_31853,naver_news,2020-11-15,성소수자 차별하면서 기독교의 사랑 실천?,"일단 이 기사의 동성애 성향이 태어날때 10프로 라는 말 근거가 있나요? 과학적으로 이미 동성애는 후천적이라 증명되었는데요...자신의 욕구로 인한 질병과 가정 파괴 에이즈로 인한 천문학적인 의료비는 왜 이야기를 안 하는지,...",False,,,,,174940,False,[],[],[],[],[],[],non-hateful
kold-v1_14850,youtube,2021-07-22,Inglewood Bloods Area in CA with P-Thrizzle l U.S#17,이건 다큐로 내도 될듯하네요 님의 담에 경의를 표합니다. 담키워드릴 필요도 없을듯..,False,,,,,188083,False,[],[],[],[],[],[],non-hateful
kold-v1_03468,youtube,2021-07-22,"역사기행 - 죽기 위해 찾는 도시, 인도 바라나시 (2006.11.26 방송)",1:00 왜검열...,False,,,,,163784,False,[],[],[],[],[],[],non-hateful
kold-v1_38933,youtube,2021-08-19,[엠픽] 히잡 쓰고 탈레반 인터뷰 '강심장' CNN 여성 기자,이쁘서 봐준듯,False,,,,,181430,False,[],[],[],[],[],[],non-hateful
kold-v1_25375,youtube,2021-08-17,[NOW]'나랑 결혼해줄래?' 연설 중 동성 파트너에게 청혼한 호주 국회의원,행복한 국가네요,False,,,,,3813,False,[],[],[],[],[],[],non-hateful
kold-v1_33131,youtube,2021-08-17,Feel Good 2 (2021) | Drama Review,진짜 재밌는 드라마~~!! 😆,False,,,,,111217,False,[],[],[],[],[],[],non-hateful
kold-v1_29076,naver_news,2021-08-23,"""6.25때 이승만 도망간 것과 유사한게 아프간 상황...한국과 비교는 언어도단""",위키보면 녹음본 방송은 다른 내용이고 한강 인도교 폭파도 직접 지시한 게 아니라 적혀있는데 뭐가 팩트인지 모르겠네,False,,,,,182909,False,[],[],[],[],[],[],non-hateful
kold-v1_21393,youtube,2021-07-22,"동남아 한류열풍 ""빈센조"" 동남아싹쓸이 해외네티즌 반응 미국, 중국, 일본 반응 중국 PPL광고 논란",빈센조재밌죠ㅎㅎ 팩트있는정리 👍,False,,,,,189184,False,[],[],[],[],[],[],non-hateful
kold-v1_17896,youtube,2022-01-12,[채수향_1부] 개성 공단에서 나오는 라면을 먹고 넋을 잃은 북한여군! 이건 미친 맛이다,빨리 남북이 함께하는 세계최강 대한민국을 희망합니다!!~ 그걸 일본이 방해하고  중국 미국도 방해 하겠지만...,False,,,,,236034,False,[],[],[],[],[],[],non-hateful
kold-v1_23302,youtube,2022-02-08,"인도와 스리랑카에는 작은 한국이 있다? 2,000년 동안 한국어를 쓰는 사람들(feat. 타밀어 & 타밀족)",스리랑카애기는 하나도 없네 ㅈㅈ,False,,,,,243424,False,[],[],[],[],[],[],non-hateful
kold-v1_03364,naver_news,2021-06-18,"장혜영 ""이준석, 남성 차별 안 되듯…성소수자 차별 안 된다는 공정 원칙 지키라""",절대 반대 !,False,,,,,99977,False,[],[],[],[],[],[],non-hateful
kold-v1_15014,youtube,2021-08-17,게이 역할 맡았다가 진짜 게이가 된 톱스타..,연기가 넘 좋네요~~,False,,,,,96286,False,[],[],[],[],[],[],non-hateful
kold-v1_28575,naver_news,2022-01-23,"[OTT레이더]'울랄라세션' 故 임윤택, AI로 다시 만난다... 티빙 '얼라이브'",울라라세션.. 완전체 기대됩니다~~,False,,,,,97621,False,[],[],[],[],[],[],non-hateful
kold-v1_16944,youtube,2021-05-26,[1박2일 시즌1 175회 -2][외국인근로자편] 1박2일 레전드급 감동 에피소드    가족이란 이름은 언제나 뜨겁다 Full ver. (20110116-2),진짜 레전드다 이건.. 출근해야되는데 눈물질질 흘러나오네 하..ㅜ 끼리씨 아내 어려보이는데 둘다 너무고생이다 꼭 돈많이벌어서 돌아가면 풍족하게살길,False,,,,,198057,False,[],[],[],[],[],[],non-hateful
kold-v1_26337,youtube,2021-07-22,유해석 박사의 이슬람 특강 - 영국의 브렉시트와 이슬람에 대한 관계?,교수님의 강의는 지금의 한국정부가 새겨 듣고 정책과 법안에 반영해야 된다고 봅니다!,False,,,,,19247,False,[],[],[],[],[],[],non-hateful
kold-v1_13640,youtube,2022-03-27,코로나 예언한 인도 소년의 2022년 새로운 충격 예언,2023년에 코로나 종식예언 노스트라다무스의 2022년 소행성 충돌예언 하나로 합치면 지구 종말 후에 코로나 종식한다는 뜻이네,False,,,,,224937,False,[],[],[],[],[],[],non-hateful
kold-v1_28609,youtube,2021-07-22,[셋째임신 23주차] 아직은 저렴한 동남아 물가  장바구니 하울 I 두리안시즌 I 말레이시아 브이로그,"영상에 나오는 국수, 두리안, 잡채  다 맛있게 보이네요. 사실 두리안은 먹어본 적도 없는데 ㅎ",False,,,,,231964,False,[],[],[],[],[],[],non-hateful
kold-v1_30335,youtube,2020-03-31,기독교적 삶의 방식,"안타깝게도 이 영상에서는 박사님이 원하는 답을 얻지 못하신것 같다. (나의 느낌)  ""믿는 사람""과 ""이해하는 사람"" 간의 어떤 미세한 간극이 느껴진다.",False,,,,,157,False,[],[],[],[],[],[],non-hateful
kold-v1_13685,youtube,2021-07-22,"세상에,,여기가 별나라야 달나라야,,,? 탈북민가족.. 난생처음 우주를 방문하다...?!!!",대한민국에서 좋고 행복한 일만 가득하시길 바랍니다,False,,,,,186997,False,[],[],[],[],[],[],non-hateful
kold-v1_33657,youtube,2021-07-22,"흑인에게 ""매앤~""을 인정받고 싶었던 박준규(Park Jun-gyu)의 노력 (욕은 필수 ) 냉장고를 부탁해(Take care of my refrigerator) 197회",쌍칼형님!,False,,,,,157447,False,[],[],[],[],[],[],non-hateful
kold-v1_00245,naver_news,2020-11-13,[영상] 해변에 널린 시신들…난민선 전복 ‘최소 74명 익사’,지금시대 저런 일들이 일어난다는게 정말 경악스럽다 죽은이들의 명복을 빕니다ㅠ,False,,,,,9535,False,[],[],[],[],[],[],non-hateful
kold-v1_09707,youtube,2021-07-22,[배그] 실제 탈북민과 배틀그라운드를 한다면?-2-,3탄도 있죠? 제발 있죠?,False,,,,,207443,False,[],[],[],[],[],[],non-hateful
kold-v1_17106,youtube,2022-01-06,길거리음식 먹으면서 인도 뭄바이 돌아다니기 - 해외9,역시 여행은 먹방~~!,False,,,,,72062,False,[],[],[],[],[],[],non-hateful
kold-v1_17945,youtube,2021-07-22,[Funny Prank] What if you get to overhear North Koreans' secret plans at a convenience store ? LOL,윗댓보고 유튜브 츄얼액싸 검색했는데 .. 지리긴하네,False,,,,,189000,False,[],[],[],[],[],[],non-hateful
kold-v1_30631,youtube,2021-07-22,극과 극을 살고 있는 인도의 갑부와 빈곤층들!,와 정말 요즘 제일 좋은 채널 완전 좋아,False,,,,,185775,False,[],[],[],[],[],[],non-hateful
kold-v1_25655,naver_news,2021-05-13,"방탄소년단 뷔, 전 세계팬들 팔레스타인 난민 위한 기부행렬",선한영향력의 표본 김태형.그를 닮은 팬들의 실천.처음하는덕질인데 어깨가 우주에서 내려오질않아요.,False,,,,,19247,False,[],[],[],[],[],[],non-hateful
kold-v1_27328,naver_news,2022-03-25,"[우크라 침공] 유엔 ""민간인 사망 1천81명…공동묘지 늘어나""",평화를 빕니다...,False,,,,,241545,False,[],[],[],[],[],[],non-hateful
kold-v1_30729,youtube,2021-10-03,신광두레교회 김진홍 목사 주일 설교 생방송,아멘 아멘 감사합니다 ~♡♡♡♡♡♡♡,False,,,,,189386,False,[],[],[],[],[],[],non-hateful
kold-v1_17985,youtube,2021-08-17,아프가니스탄의 가뭄으로 고통받고있는 난민들 (KBS_2001.07.10.방송),물이없게생김.나무가거의없네.저런땅에는물이없는땅,False,,,,,142990,False,[],[],[],[],[],[],non-hateful
kold-v1_12594,youtube,2021-05-26,500번의 커밍아웃! '오픈 퀴어' 김규진이 밝히는 커밍아웃의 기술 (KBS방송),제가 댓글을 달지 않는 사람 중 한명인데 김규진님 너무 멋있고 한국 사회에서 거침없이  말할 수 있는 용기에 박수를 보냅니다. 규진님이 원하는 세상이 빨리 오길 바라겠습니다. 건강하시고 행복하세요. 파이팅!!,False,,,,,190360,False,[],[],[],[],[],[],non-hateful
kold-v1_25248,naver_news,2021-05-16,차별금지법이 동성혼을 합법화한다? 장혜영 의원이 제대로 알려드립니다,이미 있는 개별 차별금지법을 수정보완할 수도 있지 않을까요?,False,,,,,189696,False,[],[],[],[],[],[],non-hateful
kold-v1_03138,naver_news,2022-03-29,"유엔 ""유크라 민간인 1179명 사망…난민 400명 육박""",기사 제목 400명->400만명 수정해주세요.,False,,,,,236026,False,[],[],[],[],[],[],non-hateful
kold-v1_09215,youtube,2021-07-22,탈북민 교수가 대한민국에 와서 가장 놀랐던 것 TOP4,화장실 변기 비데도 개인집에도 설치 많이 하고 사용합니다  비데 판매점에 신청하시면 해줍니다 공사비용과 물건값을 주면 모두에게 설치해 줍니다,False,,,,,232270,False,[],[],[],[],[],[],non-hateful
kold-v1_28297,naver_news,2021-02-14,청각장애인에 ‘비대면 대출’ 거부한 은행…법원 “장애인 차별”,정말 사소한 행동이라도 장애인 분들을 포함한 사회적 약자 분들에게는 큰 상처가 될 수 있다는 것을 명심하여 조심 또 조심하며 신중한 행동을 이어나갑시다!!,False,,,,,46734,False,[],[],[],[],[],[],non-hateful
kold-v1_25048,naver_news,2021-03-06,"종교계, 변희수 전 하사 ‘자살 아닌 사회적 타살’, 차별금지법 제정 촉구",남자는 군대를 다녀와야 사회에서 인정받는다,False,,,,,173430,False,[],[],[],[],[],[],non-hateful
kold-v1_02886,youtube,2021-08-17,결혼식을 올리고 혼인신고를 시도하고 성소수자 김규진의 동성결혼 (KBS방송),감동적이에요ㅠㅠ,False,,,,,125285,False,[],[],[],[],[],[],non-hateful
kold-v1_17707,youtube,2021-10-01,특별새벽기도회 실시간 _ 김학중 목사 설교 2021/10/01 꿈의교회 새달을 여는 특별새벽기도회,"주님, 저를 자유로 이끄는 용서와 정의를 포기하지 않는 사랑을 통해 제 삶에 하나님 나라를 이루어 주세요.",False,,,,,156348,False,[],[],[],[],[],[],non-hateful
kold-v1_02412,naver_news,2021-01-23,"[젠더살롱] 결혼할 때 남자가 집 해 오는 건 차별 맞다, 여성 차별",남녀갈등 좀 그만 조장하세요. 작가님 같은 사람들 때문에 결혼을 안해요. 이러다 나라 사라지겠습니다.,False,,,,,148260,False,[],[],[],[],[],[],non-hateful
kold-v1_37878,youtube,2020-03-31,"가톨릭에 관한 가장 큰 오해, ""천주교는 마리아를 믿는가?""",신부님~  너무좋아요^ 단호한 구분과  확실하고 분명하게 알고 신앙을 생활로~~~ 두분께 감사합니다~~^,False,,,,,115391,False,[],[],[],[],[],[],non-hateful
kold-v1_33029,youtube,2021-07-22,조선족은 자기가 조선족인걸 창피해하고 거지같이 산다구요?,저두 한아이의 엄마로서 팬입니다.응원할게요!!!,False,,,,,28441,False,[],[],[],[],[],[],non-hateful
kold-v1_25440,youtube,2021-08-17,Your Name Engraved Herein (2020) | Movie Review,현실적인 이야기를 현실적으로 끝맺음에도 아름다운 영화,False,,,,,100608,False,[],[],[],[],[],[],non-hateful
kold-v1_40301,youtube,2021-07-22,"""우리를 쏠 건가요?"" 울림 준 5살 흑인 아이의 물음 / JTBC 뉴스룸",저 동영상 이제 그만 봤음 좋겠다...경찰도 그렇치만..약탈..방화는 아니지..,False,,,,,193523,False,[],[],[],[],[],[],non-hateful
kold-v1_32241,naver_news,2021-08-05,"진보정당 첫 대선출마 김재연 ""민주당 정부는 개혁 대상""",진보의 꿈은 실현될 것입니다. 김재연후보와 함께 새시대를 열어냅시다^^,False,,,,,234900,False,[],[],[],[],[],[],non-hateful
kold-v1_33755,naver_news,2020-09-21,"추미애 ""차별금지법은 있어야 하는 법안""","동성애가 불법 인줄아시는데,이미 합법입니다.동성애자라고 차별하면 안된다는법룰입니다.",False,,,,,116627,False,[],[],[],[],[],[],non-hateful
kold-v1_07614,naver_news,2021-03-04,"""故변희수…차별에 맞서 투쟁한 트랜스젠더 기억""",죽음은 안따까우나 차별은 잘 모르겠네요,False,,,,,173430,False,[],[],[],[],[],[],non-hateful
kold-v1_14674,naver_news,2021-05-26,180개 여성단체 “차별금지법 조속히 제정하라”…국회 앞 기자회견,역차별 반대!,False,,,,,169525,False,[],[],[],[],[],[],non-hateful
kold-v1_38288,youtube,2022-01-19,이민 생활이 행복할 수 없는 본질적인 이유,환생이 있다면 땅넓고 이웃나라 영향 별로 받지않는 호주에 태어나고 싶다.,False,,,,,116627,False,[],[],[],[],[],[],non-hateful
kold-v1_33289,youtube,2020-10-05,Ep.7 가톨릭과 개신교는 왜 그렇게 싸웠을까? (English sub),와 이렇게 정리를 잘했는데 조회수 구독자수 왜이래ㅠㅠ 신학생인데 잘보고가요 :)♡,False,,,,,187757,False,[],[],[],[],[],[],non-hateful
kold-v1_16538,youtube,2020-03-31,마음이 차분해지는 그레고리안 성가 8시간 | 8 Hours of Gregorian Chants,성당을 안같더니 주님께서 저를시험에 빠지게하시는지 요즘자꾸짜증나고 동요들과 잘다투님니다 코로나로 두려워서 가지못하는이죄인에게 자비를 베푸소서 가끔 이러면서도 네가성당에간다고말할수있을까요,False,,,,,119679,False,[],[],[],[],[],[],non-hateful
kold-v1_28637,naver_news,2021-03-06,"종교계, 변희수 전 하사 ‘자살 아닌 사회적 타살’, 차별금지법 제정 촉구",사회적 차별은 일반적인 사람들에게는 역차별 아닌가? 다수에 속했다고 혜택보다는 손해만 있는 듯 함.,False,,,,,142940,False,[],[],[],[],[],[],non-hateful
kold-v1_26599,naver_news,2021-07-05,"이준석, ‘차별금지법’에 재차 신중론···“대선주자 주도로 당론 결정 할 것”",이준석의원님 차별금지법 꼭 막아주세요,False,,,,,172463,False,[],[],[],[],[],[],non-hateful
kold-v1_20887,youtube,2021-08-17,dotface's Confession Booth at Seoul's Queer Parade,성소수자분들 최고~~당당해집시다~~!!,False,,,,,230311,False,[],[],[],[],[],[],non-hateful
kold-v1_15889,youtube,2021-08-17,"[일당백 인터뷰] 아프가니스탄 사태, 원인부터 전망까지_f. 서강대 유로-메나연구소 박현도 교수",좋운 시간이었습니다.,False,,,,,174778,False,[],[],[],[],[],[],non-hateful
kold-v1_09410,youtube,2020-03-31,2021년 10월 3일 연중 제27주일(군인 주일) 매일미사 서상범 티토 주교 집전,아멘~~~♥♥♥,False,,,,,36733,False,[],[],[],[],[],[],non-hateful
kold-v1_13375,youtube,2021-07-22,무려 30cm인 남자의 삶을 그린 영화...    ;;,근데 ㄹㅇ 성적으로 돈을버는사람들은 너무 안좋게보는 사회에 대해 다시 생각하게 만드는 영화인듯,False,,,,,92800,False,[],[],[],[],[],[],non-hateful
kold-v1_25552,youtube,2021-07-22,"""흑인 물품 팔지 마"" 한인가게 여주인 폭행 / SBS",맘이 아프다,False,,,,,128019,False,[],[],[],[],[],[],non-hateful
